"Numéro";"Idren";"N° de Renard";"Saison";"Date";"saisonreprod";"GIC";"Lieu-Dit";"Communes";"id-SIG";"Poids";"Sexe";"Mode de Prél";"Allait Fdc";"Nbre d'Emb Fdc";"Prél Utérus";"Phase pré-implantatoire";"Nbre d'Emb";"Nbre de Cicat Année n";"Nbre de Resorp -tions";"Nbre de Cicat Année n-1";"Nbre de corps jaunes";"Prél Dent";"N° Mat";"Agedents";"Prél Yeux";"Age";"moisp"
3967;"D4F1951";"1951";"2004/2005";8/1/2005 00:00:00;4;"D";;"PIRE SUR SEICHE";;5.10;"F";"C";"N";;"O";;;"3";;;"0";"E";"203";"1";;1;1
3959;"D4F1952";"1952";"2004/2005";7/1/2005 00:00:00;4;"D";"La Valette";"CESSON SEVIGNE";;5.50;"F";"P";"N";;"Perdu";;;;;;;"E";"204";"0";;1;1
3979;"D4F1953";"1953";"2004/2005";11/1/2005 00:00:00;4;"D";"La Pochardière";"DOMAGNE";;5.50;"F";"P";"N";;"O";"O";;;;;"-";"E";"205";"0";;1;1
3977;"D4F1954";"1954";"2004/2005";10/1/2005 00:00:00;4;"D";"Le Patis du Challonge";"DOMAGNE";;6.20;"F";"P";"N";;"O";;;"0";;;"0";"E";"206";"0";;1;1
3994;"D4F1966";"1966";"2004/2005";15/1/2005 00:00:00;4;"D";"La Basse Cour";"SERVON SUR VILAINE";;6.20;"F";"P";"N";;"O";;;"0";;;"0";"E";"218";"0";;1;1
3992;"D4F1968";"1968";"2004/2005";14/1/2005 00:00:00;4;"D";"Le Patis du Challonge";"DOMAGNE";;7.10;"F";"P";"N";;"O";"O";;;;;"-";"E";"220";"0";;1;1
3993;"D4F1971";"1971";"2004/2005";14/1/2005 00:00:00;4;"D";"Brialaine";"MOULINS";;6.50;"F";"P";"N";;"O";;;"6";;;"-";"N";;;;;1
3987;"D4F1972";"1972";"2004/2005";13/1/2005 00:00:00;4;"D";"Le Friche Blanc";"TORCE";;5.40;"F";"P";"N";;"O";"O";;;;;"-";"E";"223";"0";;1;1
4047;"D4F2021";"2021";"2004/2005";24/1/2005 00:00:00;4;"D";"Le Bas de la Lande";"DOMAGNE";;5.40;"F";"P";"N";;"O";"O";;;;;"-";"E";"271";"0";;1;1
4042;"D4F2023";"2023";"2004/2005";23/1/2005 00:00:00;4;"D";"La Paquerie";"SAINT DIDIER";;5.80;"F";"P";"N";;"O";"O";;;;;"0";"E";"273";"0";;1;1
4059;"D4F2030";"2030";"2004/2005";25/1/2005 00:00:00;4;"D";"La Richardais";"LOUVIGNE DE BAIS";;5.80;"F";"P";"N";;"O";"O";;;;;"0";"E";"280";"0";;1;1
4060;"D4F2031";"2031";"2004/2005";25/1/2005 00:00:00;4;"D";"La Gohardière";"SAINT DIDIER";;6.60;"F";"P";"N";;"O";"O";;;;;"5";"E";"281";"0";;1;1
4050;"D4F2036";"2036";"2004/2005";24/1/2005 00:00:00;4;"D";"La Barre";"BOISTRUDAN";;5.10;"F";"P";"N";;"O";"O";;;;;"6";"E";"286";"0";;1;1
4068;"D4F2048";"2048";"2004/2005";26/1/2005 00:00:00;4;"D";"La Paquerie";"SAINT DIDIER";;5.40;"F";"P";"N";;"O";"O";;;;;"6";"E";"298";"0";;1;1
4093;"D4F2056";"2056";"2004/2005";31/1/2005 00:00:00;4;"D";"Mardeau";"SAINT AUBIN DU PAVAIL";;5.00;"F";"P";"N";;"O";;;"0";;;"0";"E";"306";"0";;1;1
4086;"D4F2073";"2073";"2004/2005";29/1/2005 00:00:00;4;"D";"Le Bas Jussé";"CESSON SEVIGNE";;5.50;"F";"P";"N";;"O";"O";;;;;"-";"E";"323";"0";;1;1
3251;"D4Fx3251";"x";"2004/2005";9/4/2004 00:00:00;4;"D";"La Lande de Nouaille";"LOUVIGNE DE BAIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3262;"D4Fx3262";"x";"2004/2005";10/4/2004 00:00:00;4;"D";;"CESSON SEVIGNE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3263;"D4Fx3263";"x";"2004/2005";10/4/2004 00:00:00;4;"D";;"CESSON SEVIGNE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3271;"D4Fx3271";"x";"2004/2005";12/4/2004 00:00:00;4;"D";;"TORCE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3272;"D4Fx3272";"x";"2004/2005";12/4/2004 00:00:00;4;"D";;"TORCE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3273;"D4Fx3273";"x";"2004/2005";12/4/2004 00:00:00;4;"D";;"TORCE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3274;"D4Fx3274";"x";"2004/2005";13/4/2004 00:00:00;4;"D";;"CORNILLE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3275;"D4Fx3275";"x";"2004/2005";13/4/2004 00:00:00;4;"D";;"CORNILLE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3285;"D4Fx3285";"x";"2004/2005";17/4/2004 00:00:00;4;"D";;"DOMAGNE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3290;"D4Fx3290";"x";"2004/2005";18/4/2004 00:00:00;4;"D";;"BRECE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3291;"D4Fx3291";"x";"2004/2005";18/4/2004 00:00:00;4;"D";;"BRECE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3304;"D4Fx3304";"x";"2004/2005";23/4/2004 00:00:00;4;"D";"Bois d'Etrelles";"TORCE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3305;"D4Fx3305";"x";"2004/2005";23/4/2004 00:00:00;4;"D";"Bois d'Etrelles";"TORCE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3309;"D4Fx3309";"x";"2004/2005";24/4/2004 00:00:00;4;"D";;"DOMLOUP";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3310;"D4Fx3310";"x";"2004/2005";24/4/2004 00:00:00;4;"D";;"DOMLOUP";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3311;"D4Fx3311";"x";"2004/2005";24/4/2004 00:00:00;4;"D";;"DOMLOUP";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3317;"D4Fx3317";"x";"2004/2005";25/4/2004 00:00:00;4;"D";;"AMANLIS";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
3327;"D4Fx3327";"x";"2004/2005";26/4/2004 00:00:00;4;"D";;"DOMAGNE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3330;"D4Fx3330";"x";"2004/2005";28/4/2004 00:00:00;4;"D";;"SAINT DIDIER";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3331;"D4Fx3331";"x";"2004/2005";30/4/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
3335;"D4Fx3335";"x";"2004/2005";30/4/2004 00:00:00;4;"D";;"SAINT DIDIER";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3336;"D4Fx3336";"x";"2004/2005";30/4/2004 00:00:00;4;"D";;"SAINT DIDIER";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3337;"D4Fx3337";"x";"2004/2005";30/4/2004 00:00:00;4;"D";;"SAINT DIDIER";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3338;"D4Fx3338";"x";"2004/2005";30/4/2004 00:00:00;4;"D";;"SAINT DIDIER";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
3641;"D4Fx3641";"x";"2004/2005";1/5/2004 00:00:00;4;"D";;"ESSE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3642;"D4Fx3642";"x";"2004/2005";1/5/2004 00:00:00;4;"D";;"ESSE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3646;"D4Fx3646";"x";"2004/2005";2/5/2004 00:00:00;4;"D";;"BRECE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;5
3651;"D4Fx3651";"x";"2004/2005";2/5/2004 00:00:00;4;"D";;"BRECE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3652;"D4Fx3652";"x";"2004/2005";2/5/2004 00:00:00;4;"D";;"BRECE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3653;"D4Fx3653";"x";"2004/2005";2/5/2004 00:00:00;4;"D";;"BRECE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3656;"D4Fx3656";"x";"2004/2005";2/5/2004 00:00:00;4;"D";;"DOMLOUP";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3661;"D4Fx3661";"x";"2004/2005";3/5/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;5
3662;"D4Fx3662";"x";"2004/2005";3/5/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3667;"D4Fx3667";"x";"2004/2005";6/5/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3668;"D4Fx3668";"x";"2004/2005";6/5/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3676;"D4Fx3676";"x";"2004/2005";6/5/2004 00:00:00;4;"D";;"AMANLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3677;"D4Fx3677";"x";"2004/2005";6/5/2004 00:00:00;4;"D";;"AMANLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3678;"D4Fx3678";"x";"2004/2005";6/5/2004 00:00:00;4;"D";;"AMANLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3679;"D4Fx3679";"x";"2004/2005";6/5/2004 00:00:00;4;"D";;"AMANLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3683;"D4Fx3683";"x";"2004/2005";6/5/2004 00:00:00;4;"D";"Le Vinoux";"AMANLIS";;;"F";"D";;;"N";;;;;;;"N";;"A";;;5
3685;"D4Fx3685";"x";"2004/2005";7/5/2004 00:00:00;4;"D";;"LOUVIGNE DE BAIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3686;"D4Fx3686";"x";"2004/2005";7/5/2004 00:00:00;4;"D";;"LOUVIGNE DE BAIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3693;"D4Fx3693";"x";"2004/2005";10/5/2004 00:00:00;4;"D";;"DOMAGNE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3694;"D4Fx3694";"x";"2004/2005";10/5/2004 00:00:00;4;"D";;"DOMAGNE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3697;"D4Fx3697";"x";"2004/2005";10/5/2004 00:00:00;4;"D";;"NOUVOITOU";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3698;"D4Fx3698";"x";"2004/2005";10/5/2004 00:00:00;4;"D";;"NOUVOITOU";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3699;"D4Fx3699";"x";"2004/2005";10/5/2004 00:00:00;4;"D";;"NOUVOITOU";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3703;"D4Fx3703";"x";"2004/2005";11/5/2004 00:00:00;4;"D";;"OSSE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3707;"D4Fx3707";"x";"2004/2005";12/5/2004 00:00:00;4;"D";"La Gauderie";"CHANTEPIE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3711;"D4Fx3711";"x";"2004/2005";12/5/2004 00:00:00;4;"D";;"NOUVOITOU";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3712;"D4Fx3712";"x";"2004/2005";12/5/2004 00:00:00;4;"D";;"NOUVOITOU";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3717;"D4Fx3717";"x";"2004/2005";13/5/2004 00:00:00;4;"D";;"ESSE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3718;"D4Fx3718";"x";"2004/2005";13/5/2004 00:00:00;4;"D";;"ESSE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3721;"D4Fx3721";"x";"2004/2005";14/5/2004 00:00:00;4;"D";;"DOMAGNE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3722;"D4Fx3722";"x";"2004/2005";14/5/2004 00:00:00;4;"D";;"DOMAGNE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3723;"D4Fx3723";"x";"2004/2005";14/5/2004 00:00:00;4;"D";;"DOMAGNE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3724;"D4Fx3724";"x";"2004/2005";14/5/2004 00:00:00;4;"D";;"DOMAGNE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3740;"D4Fx3740";"x";"2004/2005";16/5/2004 00:00:00;4;"D";;"DOMLOUP";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3741;"D4Fx3741";"x";"2004/2005";16/5/2004 00:00:00;4;"D";;"DOMLOUP";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3744;"D4Fx3744";"x";"2004/2005";17/5/2004 00:00:00;4;"D";;"SERVON SUR VILAINE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3745;"D4Fx3745";"x";"2004/2005";17/5/2004 00:00:00;4;"D";;"SERVON SUR VILAINE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3746;"D4Fx3746";"x";"2004/2005";17/5/2004 00:00:00;4;"D";;"SERVON SUR VILAINE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3758;"D4Fx3758";"x";"2004/2005";24/5/2004 00:00:00;4;"D";;"DOMAGNE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3759;"D4Fx3759";"x";"2004/2005";24/5/2004 00:00:00;4;"D";;"DOMAGNE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;5
3761;"D4Fx3761";"x";"2004/2005";26/5/2004 00:00:00;4;"D";;"NOYAL SUR VILAINE";;;"F";"C";;;"N";;;;;;;"N";;"A";;;5
3769;"D4Fx3769";"x";"2004/2005";20/6/2004 00:00:00;4;"D";;"SAINT AUBIN DU PAVAIL";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;6
3087;"D4M1567";"1567";"2003/2004";1/2/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;7.50;"M";"C";;;;;;;;;;"D";"330";"0";;1;2
3089;"D4M1569";"1569";"2003/2004";1/2/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;6.30;"M";"C";;;;;;;;;;"D";"332";"0";;1;2
3090;"D4M1570";"1570";"2003/2004";1/2/2004 00:00:00;4;"D";"La Tertronaie";"NOUVOITOU";;6.50;"M";"P";;;;;;;;;;"D";"333";"1";;2;2
3091;"D4M1571";"1571";"2003/2004";1/2/2004 00:00:00;4;"D";"La Leuch";"CORPS NUDS";;8.00;"M";"C";;;;;;;;;;"N";;;;;2
3093;"D4M1573";"1573";"2003/2004";1/2/2004 00:00:00;4;"D";"La Marias";"CORPS NUDS";;6.70;"M";"C";;;;;;;;;;"D";"335";"0";;1;2
3099;"D4M1575";"1575";"2003/2004";2/2/2004 00:00:00;4;"D";"Le Bas de la Lande";"DOMAGNE";;6.50;"M";"P";;;;;;;;;;"D";"337";"0";;1;2
3102;"D4M1581";"1581";"2003/2004";3/2/2004 00:00:00;4;"D";"Garmaux";"JANZE";;7.10;"M";"P";;;;;;;;;;"D";"343";"1";;2;2
3108;"D4M1588";"1588";"2003/2004";5/2/2004 00:00:00;4;"D";"L'Aubinière";"JANZE";;6.00;"M";"P";;;;;;;;;;"D";"349";"0";;1;2
3109;"D4M1589";"1589";"2003/2004";5/2/2004 00:00:00;4;"D";"La Haie";"DOMAGNE";;6.20;"M";"P";;;;;;;;;;"D";"350";"0";;1;2
3121;"D4M1596";"1596";"2003/2004";7/2/2004 00:00:00;4;"D";"La Basse Cour";"SERVON SUR VILAINE";;6.90;"M";"P";;;;;;;;;;"D";"357";"1";;2;2
3139;"D4M1621";"1621";"2003/2004";10/2/2004 00:00:00;4;"D";"Etang de Daniel";"LOUVIGNE DE BAIS";;5.50;"M";"P";;;;;;;;;;"D";"380";"0";;1;2
3143;"D4M1622";"1622";"2003/2004";12/2/2004 00:00:00;4;"D";"Maison Neuve";"NOUVOITOU";;6.50;"M";"P";;;;;;;;;;"D";"381";"0";;1;2
3129;"D4M1623";"1623";"2003/2004";8/2/2004 00:00:00;4;"D";"Centrale électrique";"DOMLOUP";;4.80;"M";"C";;;;;;;;;;"D";"382";"0";;1;2
3130;"D4M1624";"1624";"2003/2004";8/2/2004 00:00:00;4;"D";"Centrale électrique";"DOMLOUP";;5.20;"M";"C";;;;;;;;;;"D";"383";"0";;1;2
3144;"D4M1626";"1626";"2003/2004";12/2/2004 00:00:00;4;"D";"Nantiveul";"CESSON SEVIGNE";;4.80;"M";"P";;;;;;;;;;"D";"385";"0";;1;2
3154;"D4M1627";"1627";"2003/2004";15/2/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;7.20;"M";"C";;;;;;;;;;"D";"386";"0";;1;2
3155;"D4M1628";"1628";"2003/2004";15/2/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;7.80;"M";"C";;;;;;;;;;"D";"387";"1";;2;2
3157;"D4M1630";"1630";"2003/2004";15/2/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;6.10;"M";"C";;;;;;;;;;"D";"389";"0";;1;2
3158;"D4M1631";"1631";"2003/2004";15/2/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;8.40;"M";"C";;;;;;;;;;"D";"390";"3";;4;2
3159;"D4M1634";"1634";"2003/2004";15/2/2004 00:00:00;4;"D";;"ESSE";;5.50;"M";"C";;;;;;;;;;"N";;;;;2
3162;"D4M1637";"1637";"2003/2004";15/2/2004 00:00:00;4;"D";;"NOUVOITOU";;7.10;"M";"C";;;;;;;;;;"D";"395";"1";;2;2
3165;"D4M1640";"1640";"2003/2004";15/2/2004 00:00:00;4;"D";"Les Boistellières";"ESSE";;6.50;"M";"P";;;;;;;;;;"D";"398";"0";;1;2
3149;"D4M1641";"1641";"2003/2004";14/2/2004 00:00:00;4;"D";"Les Boistellières";"ESSE";;7.00;"M";"P";;;;;;;;;;"D";"399";"1";;2;2
3150;"D4M1642";"1642";"2003/2004";14/2/2004 00:00:00;4;"D";"La Leuch";"CORPS NUDS";;8.90;"M";"C";;;;;;;;;;"D";"400";"2";;3;3
3151;"D4M1643";"1643";"2003/2004";14/2/2004 00:00:00;4;"D";"La Marias";"CORPS NUDS";;6.10;"M";"C";;;;;;;;;;"D";"401";"0";;1;2
3167;"D4M1648";"1648";"2003/2004";15/2/2004 00:00:00;4;"D";"Malabry";"NOUVOITOU";;5.80;"M";"P";;;;;;;;;;"D";"405";"0";;1;2
3185;"D4M1662";"1662";"2003/2004";22/2/2004 00:00:00;4;"D";"La Métrie";"MOULINS";;7.00;"M";"P";;;;;;;;;;"D";"419";"0";;1;2
3182;"D4M1663";"1663";"2003/2004";21/2/2004 00:00:00;4;"D";"La Lande";"NOUVOITOU";;7.20;"M";"P";;;;;;;;;;"D";"420";"0";;1;2
3186;"D4M1664";"1664";"2003/2004";22/2/2004 00:00:00;4;"D";;"ESSE";;5.50;"M";"C";;;;;;;;;;"D";"421";"0";;1;2
3183;"D4M1665";"1665";"2003/2004";21/2/2004 00:00:00;4;"D";"Le Bas Coudray";"CORPS NUDS";;6.50;"M";"P";;;;;;;;;;"D";"422";"1";;2;2
3187;"D4M1667";"1667";"2003/2004";22/2/2004 00:00:00;4;"D";"La Planchette";"CORPS NUDS";;6.00;"M";"C";;;;;;;;;;"D";"424";"2";;3;3
3192;"D4M1672";"1672";"2003/2004";24/2/2004 00:00:00;4;"D";"Villerault";"JANZE";;6.50;"M";"P";;;;;;;;;;"D";"429";"0";;1;2
3198;"D4M1673";"1673";"2003/2004";26/2/2004 00:00:00;4;"D";"Le Grand Beauvais";"CORPS NUDS";;6.40;"M";"P";;;;;;;;;;"D";"430";"0";;1;2
3194;"D4M1677";"1677";"2003/2004";25/2/2004 00:00:00;4;"D";;"NOUVOITOU";;5.80;"M";"C";;;;;;;;;;"D";"434";"0";;1;2
3209;"D4M1678";"1678";"2003/2004";1/3/2004 00:00:00;4;"D";"La Pouvelais";"CORPS NUDS";;5.80;"M";"P";;;;;;;;;;"D";"435";"0";;1;3
3207;"D4M1681";"1681";"2003/2004";29/2/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;5.80;"M";"C";;;;;;;;;;"D";"438";"0";;1;2
3206;"D4M1694";"1694";"2003/2004";28/2/2004 00:00:00;4;"D";;"LOUVIGNE DE BAIS";;6.80;"M";"C";;;;;;;;;;"D";"451";"1";;2;2
3210;"D4M1695";"1695";"2003/2004";1/3/2004 00:00:00;4;"D";"Le Plessix";"CORPS NUDS";;6.50;"M";"P";;;;;;;;;;"D";"452";"1";;2;3
3219;"D4M1704";"1704";"2003/2004";11/3/2004 00:00:00;4;"D";"Le Grand Beauvais";"SAINT ARMEL";;7.00;"M";"P";;;;;;;;;;"D";"498";"0";;1;3
3226;"D4M1711";"1711";"2003/2004";22/3/2004 00:00:00;4;"D";"La Vallette";"DOMAGNE";;6.70;"M";"P";;;;;;;;;;"D";"465";"1";;2;3
3230;"D4M1717";"1717";"2003/2004";30/3/2004 00:00:00;4;"D";"La Tizonais";"SAINT DIDIER";;7.30;"M";"P";;;;;;;;;;"D";"470";"0";;1;3
3231;"D4M1718";"1718";"2004/2005";1/4/2004 00:00:00;4;"D";;"SAINT AUBIN DU PAVAIL";;7.00;"M";"P";;;;;;;;;;"D";"471";"3";;3;4
3233;"D4M1719";"1719";"2004/2005";3/4/2004 00:00:00;4;"D";"La Chambière";"SAINT ARMEL";;7.50;"M";"P";;;;;;;;;;"D";"472";"1";;1;4
3236;"D4M1721";"1721";"2004/2005";4/4/2004 00:00:00;4;"D";;"NOUVOITOU";;7.20;"M";"D";;;;;;;;;;"D";"474";"1";;1;4
3238;"D4M1722";"1722";"2004/2005";5/4/2004 00:00:00;4;"D";;"CHANCE";;6.80;"M";"P";;;;;;;;;;"D";"475";"2";;2;4
3237;"D4M1726";"1726";"2004/2005";4/4/2004 00:00:00;4;"D";"La Gaignière";"ESSE";;7.40;"M";"P";;;;;;;;;;"D";"479";"1";;1;4
3282;"D4M1736";"1736";"2004/2005";17/4/2004 00:00:00;4;"D";"La Chauvinais";"DOMAGNE";;7.10;"M";"D";;;;;;;;;;"D";"488";"1";;1;4
3295;"D4M1737";"1737";"2004/2005";23/4/2004 00:00:00;4;"D";;"TORCE";;7.20;"M";"D";;;;;;;;;;"D";"489";"1";;1;4
3224;"D4M1746";"1746";"2003/2004";15/3/2004 00:00:00;4;"D";"L'Aubinière";"JANZE";;5.60;"M";"P";;;;;;;;;;"D";"496";"5";;6;3
3773;"D4M1752";"1752";"2004/2005";26/9/2004 00:00:00;4;"D";"Montaigu";"CORPS NUDS";;5.20;"M";"C";;;;;;;;;;"E";"7";"0";;0;9
3775;"D4M1754";"1754";"2004/2005";26/9/2004 00:00:00;4;"D";;"NOUVOITOU";;4.60;"M";"C";;;;;;;;;;"E";"9";"0";;0;9
3776;"D4M1755";"1755";"2004/2005";26/9/2004 00:00:00;4;"D";;"NOUVOITOU";;6.50;"M";"C";;;;;;;;;;"E";"10";"0";;0;9
3777;"D4M1756";"1756";"2004/2005";26/9/2004 00:00:00;4;"D";;"NOUVOITOU";;6.20;"M";"C";;;;;;;;;;"E";"11";"0";;0;9
3778;"D4M1757";"1757";"2004/2005";26/9/2004 00:00:00;4;"D";;"CHATEAUBOURG";;5.40;"M";"C";;;;;;;;;;"E";"12";"0";;0;9
3786;"D4M1760";"1760";"2004/2005";28/9/2004 00:00:00;4;"D";"La Maison Neuve";"NOUVOITOU";;6.50;"M";"C";;;;;;;;;;"E";"15";"1";;1;9
3780;"D4M1761";"1761";"2004/2005";27/9/2004 00:00:00;4;"D";;"ESSE";;7.40;"M";"C";;;;;;;;;;"E";"16";"2";;2;9
3781;"D4M1762";"1762";"2004/2005";27/9/2004 00:00:00;4;"D";;"ESSE";;6.50;"M";"C";;;;;;;;;;"E";"17";"2";;2;9
3782;"D4M1763";"1763";"2004/2005";27/9/2004 00:00:00;4;"D";;"ESSE";;7.00;"M";"C";;;;;;;;;;"E";"18";"0";;0;9
3787;"D4M1766";"1766";"2004/2005";30/9/2004 00:00:00;4;"D";;"NOUVOITOU";;8.50;"M";"C";;;;;;;;;;"E";"21";"0";;0;9
3790;"D4M1769";"1769";"2004/2005";2/10/2004 00:00:00;4;"D";;"SAINT AUBIN DU PAVAIL";;6.00;"M";"C";;;;;;;;;;"E";"24";"0";;0;10
3792;"D4M1771";"1771";"2004/2005";2/10/2004 00:00:00;4;"D";;"SAINT AUBIN DU PAVAIL";;7.00;"M";"C";;;;;;;;;;"E";"26";"0";;0;10
3793;"D4M1772";"1772";"2004/2005";3/10/2004 00:00:00;4;"D";;"SAINT AUBIN DU PAVAIL";;7.00;"M";"C";;;;;;;;;;"E";"27";"1";;1;10
3798;"D4M1777";"1777";"2004/2005";10/10/2004 00:00:00;4;"D";;"CORPS NUDS";;9.50;"M";"C";;;;;;;;;;"E";"32";"2";;2;10
3799;"D4M1778";"1778";"2004/2005";16/10/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;7.00;"M";"C";;;;;;;;;;"E";"33";"0";;0;10
3800;"D4M1779";"1779";"2004/2005";16/10/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;6.50;"M";"C";;;;;;;;;;"E";"34";"0";;0;10
3801;"D4M1780";"1780";"2004/2005";16/10/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;7.00;"M";"C";;;;;;;;;;"E";"35";"1";;1;10
3803;"D4M1782";"1782";"2004/2005";16/10/2004 00:00:00;4;"D";;"BOISTRUDAN";;7.00;"M";"C";;;;;;;;;;"E";"37";"0";;0;10
3804;"D4M1783";"1783";"2004/2005";16/10/2004 00:00:00;4;"D";;"BOISTRUDAN";;7.00;"M";"C";;;;;;;;;;"E";"38";"0";;0;10
3814;"D4M1790";"1790";"2004/2005";21/11/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;;"M";"C";;;;;;;;;;"E";"45";"2";;2;11
3816;"D4M1792";"1792";"2004/2005";21/11/2004 00:00:00;4;"D";;"CORPS NUDS";;;"M";"C";;;;;;;;;;"E";"47";"1";;1;11
3810;"D4M1794";"1794";"2004/2005";10/11/2004 00:00:00;4;"D";"Le Grand Beauvais";"NOUVOITOU";;;"M";"C";;;;;;;;;;"E";"49";"0";;0;11
3811;"D4M1795";"1795";"2004/2005";11/11/2004 00:00:00;4;"D";"Le Grand Beauvais";"NOUVOITOU";;;"M";"C";;;;;;;;;;"E";"50";"1";;1;11
3818;"D4M1797";"1797";"2004/2005";24/11/2004 00:00:00;4;"D";"La Tétronais";"NOUVOITOU";;;"M";"C";;;;;;;;;;"E";"52";"0";;0;11
3819;"D4M1798";"1798";"2004/2005";29/11/2004 00:00:00;4;"D";"Nantiveul";"CESSON SEVIGNE";;5.00;"M";"C";;;;;;;;;;"E";"53";"1";;1;11
3822;"D4M1801";"1801";"2004/2005";29/11/2004 00:00:00;4;"D";;"CORPS NUDS";;8.50;"M";"C";;;;;;;;;;"E";"56";"1";;1;11
3823;"D4M1802";"1802";"2004/2005";2/12/2004 00:00:00;4;"D";;"CORPS NUDS";;7.30;"M";"C";;;;;;;;;;"E";"57";"2";;2;12
