"Numéro";"Idren";"N° de Renard";"Saison";"Date";"saisonreprod";"GIC";"Lieu-Dit";"Communes";"id-SIG";"Poids";"Sexe";"Mode de Prél";"Allait Fdc";"Nbre d'Emb Fdc";"Prél Utérus";"Phase pré-implantatoire";"Nbre d'Emb";"Nbre de Cicat Année n";"Nbre de Resorp -tions";"Nbre de Cicat Année n-1";"Nbre de corps jaunes";"Prél Dent";"N° Mat";"Agedents";"Prél Yeux";"Age";"moisp"
1707;"V2NIx1707";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"CHATILLON EN VENDELAIS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1708;"V2NIx1708";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"CHATILLON EN VENDELAIS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1709;"V2NIx1709";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"CHATILLON EN VENDELAIS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1710;"V2NIx1710";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"CHATILLON EN VENDELAIS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1711;"V2NIx1711";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"CHATILLON EN VENDELAIS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1712;"V2NIx1712";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"CHATILLON EN VENDELAIS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1713;"V2NIx1713";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"CHATILLON EN VENDELAIS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1714;"V2NIx1714";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"CHATILLON EN VENDELAIS";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1724;"V2NIx1724";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"COMBOURTILLE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1725;"V2NIx1725";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"COMBOURTILLE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1738;"V2NIx1738";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MECE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1739;"V2NIx1739";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MECE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1740;"V2NIx1740";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MECE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1741;"V2NIx1741";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MECE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1742;"V2NIx1742";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MECE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1743;"V2NIx1743";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MECE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1744;"V2NIx1744";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MECE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1745;"V2NIx1745";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MECE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1752;"V2NIx1752";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MONTREUIL SOUS PEROUSE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1753;"V2NIx1753";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MONTREUIL SOUS PEROUSE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1754;"V2NIx1754";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MONTREUIL SOUS PEROUSE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1755;"V2NIx1755";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MONTREUIL SOUS PEROUSE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1756;"V2NIx1756";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MONTREUIL SOUS PEROUSE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1757;"V2NIx1757";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MONTREUIL SOUS PEROUSE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1758;"V2NIx1758";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MONTREUIL SOUS PEROUSE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1759;"V2NIx1759";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MONTREUIL SOUS PEROUSE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1760;"V2NIx1760";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MONTREUIL SOUS PEROUSE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1761;"V2NIx1761";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"MONTREUIL SOUS PEROUSE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
1762;"V2NIx1762";"x";"2002/2003";30/4/2002 00:00:00;2;"V";;"SAINT M'HERVE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2184;"V3F1026";"1026";"2002/2003";1/2/2003 00:00:00;3;"V";"La Boulerie";"MONTREUIL SOUS PEROUSE";;6.10;"F";"C";"N";;"O";"O";;;;;"0";"C";"346";"0";;1;2
2195;"V3F1044";"1044";"2002/2003";2/2/2003 00:00:00;3;"V";;"CHATILLON EN VENDELAIS";;6.70;"F";"P";"N";;"O";"O";;;;;"-";"C";"364";"2";;3;3
2190;"V3F1045";"1045";"2002/2003";1/2/2003 00:00:00;3;"V";"Écoubeillons";"CHATILLON EN VENDELAIS";;6.70;"F";"P";"N";;"O";"O";;;;;"-";"C";"365";"0";;1;2
2240;"V3F1067";"1067";"2002/2003";7/2/2003 00:00:00;3;"V";"La Butte";"CHATILLON EN VENDELAIS";;6.30;"F";"P";"N";;"O";;"2";;;;"-";"C";"387";"1";;2;2
2232;"V3F1068";"1068";"2002/2003";6/2/2003 00:00:00;3;"V";"Bonard";"CHATILLON EN VENDELAIS";;5.50;"F";"P";"N";;"O";"O";;;;;"-";"C";"388";"0";;1;2
2233;"V3F1069";"1069";"2002/2003";6/2/2003 00:00:00;3;"V";"Écoubeillons";"CHATILLON EN VENDELAIS";;5.40;"F";"P";"N";;"O";"O";;;;;"-";"C";"389";"0";;1;2
2259;"V3F1100";"1100";"2002/2003";15/2/2003 00:00:00;3;"V";"La Charbonelais";"VAL D'IZE";;6.50;"F";"P";"N";;"N";;;;;;;"C";"419";"7";;8;2
2270;"V3F1112";"1112";"2002/2003";16/2/2003 00:00:00;3;"V";;"CHATILLON EN VENDELAIS";;6.10;"F";"P";"N";"5";"O";;"5";;;;"-";"C";"431";"0";;1;2
2274;"V3F1121";"1121";"2002/2003";17/2/2003 00:00:00;3;"V";"La Lattais";"SAINT CHRISTOPHE DES BOIS";;6.50;"F";"P";"N";"8";"Perdu";;"8";;;;;"C";"440";"3";;4;2
2311;"V3F1149";"1149";"2002/2003";1/3/2003 00:00:00;3;"V";"La Grignognière";"CHATILLON EN VENDELAIS";;7.40;"F";"P";"N";"5";"Perdu";;"5";;;;;"C";"468";"3";;4;3
2312;"V3F1150";"1150";"2002/2003";1/3/2003 00:00:00;3;"V";"La Salmonière";"CHATILLON EN VENDELAIS";;5.90;"F";"C";"N";"4";"O";;"4";;;;"4";"C";"469";"0";;1;3
2328;"V3F1175";"1175";"2002/2003";5/3/2003 00:00:00;3;"V";"La Gatais ";"VAL D'IZE";;6.00;"F";"P";"N";;"N";;;;;;;"C";"493";"0";;1;3
2337;"V3F1176";"1176";"2002/2003";7/3/2003 00:00:00;3;"V";"La Gde Moutelais";"VAL D'IZE";;6.80;"F";"P";"N";"6";"O";;"6";;;;;"C";"494";"0";;1;3
2330;"V3F1177";"1177";"2002/2003";6/3/2003 00:00:00;3;"V";"La Chevalerie";"VAL D'IZE";;7.30;"F";"P";"N";"6";"O";;"4";;"2";;"-";"C";"495";"0";;1;3
2338;"V3F1178";"1178";"2002/2003";7/3/2003 00:00:00;3;"V";"Villepie";"VAL D'IZE";;6.70;"F";"P";"N";;"N";;;;;;;"C";"496";"6";;7;3
2353;"V3F1194";"1194";"2002/2003";13/3/2003 00:00:00;3;"V";"La Corbinais";"MONTREUIL SOUS PEROUSE";;5.60;"F";"P";"N";"4";"Perdu";;"4";;;;;"C";"500";"0";;1;3
2358;"V3F1196";"1196";"2002/2003";14/3/2003 00:00:00;3;"V";"La Corbinais ";"MONTREUIL SOUS PEROUSE";;6.20;"F";"P";"N";"5";"Perdu";;"5";;;;;"C";"502";"0";;1;3
2361;"V3F1197";"1197";"2002/2003";16/3/2003 00:00:00;3;"V";;"MONTREUIL SOUS PEROUSE";;6.50;"F";"P";"N";;"N";;;;;;;"D";"12";"0";;1;3
2363;"V3F1199";"1199";"2002/2003";16/3/2003 00:00:00;3;"V";;"TAILLIS";;6.10;"F";"P";"N";;"N";;;;;;;"D";"14";"0";;1;3
2370;"V3F1209";"1209";"2002/2003";24/3/2003 00:00:00;3;"V";"La Bigotière";"CHATILLON EN VENDELAIS";;6.00;"F";"P";"N";;"N";;;;;;;"D";"24";"3";;4;3
2371;"V3F1210";"1210";"2002/2003";25/3/2003 00:00:00;3;"V";"Mirtoux";"CHATILLON EN VENDELAIS";;6.00;"F";"P";"N";;"N";;;;;;;"D";"25";"0";;1;3
2373;"V3F1217";"1217";"2002/2003";28/3/2003 00:00:00;3;"V";;"LANDAVRAN";;6.10;"F";"P";"O";;"N";;;;;;;"C";"506";"0";;1;3
2374;"V3F1218";"1218";"2002/2003";28/3/2003 00:00:00;3;"V";;"LANDAVRAN";;5.20;"F";"P";"O";;"N";;;;;;;"C";"507";"0";;1;3
2382;"V3F1228";"1228";"2003/2004";20/4/2003 00:00:00;3;"V";;"CHATILLON EN VENDELAIS";;4.90;"F";"D";"N";;"O";;;"5";;;;"N";;;;;4
2778;"V3F1241";"1241";"2003/2004";29/7/2003 00:00:00;3;"V";;"MONTAUTOUR";;5.90;"F";"C";"N";;"O";;;"0";;;;"D";"32";"2";;2;7
2913;"V3F1407";"1407";"2003/2004";19/12/2003 00:00:00;3;"V";"Sainte Anne";"VAL D'IZE";;5.40;"F";"P";"N";;"O";;;"0";;;;"D";"173";"0";;0;12
2949;"V3F1430";"1430";"2003/2004";29/12/2003 00:00:00;3;"V";"La Martinais";"SAINT CHRISTOPHE DES BOIS";;5.70;"F";"P";"N";;"O";;;"0";;;"0";"D";"195";"0";;0;12
2963;"V3F1445";"1445";"2003/2004";2/1/2004 00:00:00;3;"V";"Les Biandières";"COMBOURTILLE";;5.80;"F";"P";"N";;"O";;;"7";;;"0";"D";"210";"1";;1;1
2970;"V3F1448";"1448";"2003/2004";5/1/2004 00:00:00;3;"V";"Luçon";"CHATILLON EN VENDELAIS";;5.70;"F";"C";"N";;"O";;;"0";;;;"D";"213";"1";;1;1
2985;"V3F1470";"1470";"2003/2004";10/1/2004 00:00:00;3;"V";;"CHATILLON EN VENDELAIS";;5.50;"F";"P";"N";;"O";;;"0";;;"-";"D";"235";"0";;1;1
3028;"V3F1495";"1495";"2003/2004";19/1/2004 00:00:00;3;"V";"L'Epine";"CHATILLON EN VENDELAIS";;5.60;"F";"P";"N";;"O";;;"0";;;"0";"D";"260";"0";;1;1
3013;"V3F1499";"1499";"2003/2004";17/1/2004 00:00:00;3;"V";"Fresnaie";"CHATILLON EN VENDELAIS";;5.50;"F";"P";"N";;"Perdu";;;;;;;"D";"263";"0";;1;1
2993;"V3F1500";"1500";"2003/2004";12/1/2004 00:00:00;3;"V";;"MECE";;5.20;"F";"P";"N";;"O";;;"0";;;"0";"D";"264";"0";;1;1
3048;"V3F1527";"1527";"2003/2004";23/1/2004 00:00:00;3;"V";"Borant";"CHATILLON EN VENDELAIS";;5.20;"F";"P";"N";;"O";"O";;;;;"5";"D";"291";"0";;1;1
3067;"V3F1559";"1559";"2003/2004";26/1/2004 00:00:00;3;"V";;"SAINT M'HERVE";;6.70;"F";"P";"N";;"O";;;"0";;;"0";"D";"322";"0";;1;1
3072;"V3F1560";"1560";"2003/2004";27/1/2004 00:00:00;3;"V";;"SAINT M'HERVE";;6.50;"F";"P";"N";;"O";"O";;;;;"0";"D";"323";"0";;1;1
2595;"V3Fx2595";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"BALAZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2596;"V3Fx2596";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"BALAZE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2602;"V3Fx2602";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"BALAZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2603;"V3Fx2603";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"BALAZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2604;"V3Fx2604";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"BALAZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2605;"V3Fx2605";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"BALAZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2606;"V3Fx2606";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"BALAZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2607;"V3Fx2607";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"BALAZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2608;"V3Fx2608";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"BALAZE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2610;"V3Fx2610";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"CHATILLON EN VENDELAIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2611;"V3Fx2611";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"CHATILLON EN VENDELAIS";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2637;"V3Fx2637";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"COMBOURTILLE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2638;"V3Fx2638";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"COMBOURTILLE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2639;"V3Fx2639";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"COMBOURTILLE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2640;"V3Fx2640";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"COMBOURTILLE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2641;"V3Fx2641";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"LANDAVRAN";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2642;"V3Fx2642";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"LANDAVRAN";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2655;"V3Fx2655";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"MECE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2661;"V3Fx2661";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"PRINCE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2662;"V3Fx2662";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"PRINCE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2663;"V3Fx2663";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"PRINCE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2664;"V3Fx2664";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"PRINCE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2665;"V3Fx2665";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT M'HERVE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2666;"V3Fx2666";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT M'HERVE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2671;"V3Fx2671";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT M'HERVE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2672;"V3Fx2672";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT M'HERVE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2673;"V3Fx2673";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT M'HERVE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2674;"V3Fx2674";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT M'HERVE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2675;"V3Fx2675";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT M'HERVE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2676;"V3Fx2676";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT M'HERVE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2677;"V3Fx2677";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT CHRISTOPHE DES BOIS";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2678;"V3Fx2678";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT CHRISTOPHE DES BOIS";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2679;"V3Fx2679";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT CHRISTOPHE DES BOIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2686;"V3Fx2686";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT CHRISTOPHE DES BOIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2687;"V3Fx2687";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT CHRISTOPHE DES BOIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2688;"V3Fx2688";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT CHRISTOPHE DES BOIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2689;"V3Fx2689";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT CHRISTOPHE DES BOIS";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2690;"V3Fx2690";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT CHRISTOPHE DES BOIS";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2691;"V3Fx2691";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT CHRISTOPHE DES BOIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2692;"V3Fx2692";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"SAINT CHRISTOPHE DES BOIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2700;"V3Fx2700";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"TAILLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2701;"V3Fx2701";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"TAILLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2706;"V3Fx2706";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"TAILLIS";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2707;"V3Fx2707";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"TAILLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2708;"V3Fx2708";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"TAILLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2709;"V3Fx2709";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"TAILLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2710;"V3Fx2710";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"TAILLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2711;"V3Fx2711";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"TAILLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2712;"V3Fx2712";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"TAILLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2713;"V3Fx2713";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"TAILLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2714;"V3Fx2714";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"TAILLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2715;"V3Fx2715";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"TAILLIS";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2718;"V3Fx2718";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2719;"V3Fx2719";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2720;"V3Fx2720";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2721;"V3Fx2721";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2722;"V3Fx2722";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2742;"V3Fx2742";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2743;"V3Fx2743";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2744;"V3Fx2744";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2745;"V3Fx2745";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2746;"V3Fx2746";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2747;"V3Fx2747";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2748;"V3Fx2748";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2749;"V3Fx2749";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2750;"V3Fx2750";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2751;"V3Fx2751";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2752;"V3Fx2752";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2753;"V3Fx2753";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2754;"V3Fx2754";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2755;"V3Fx2755";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2756;"V3Fx2756";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2757;"V3Fx2757";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2758;"V3Fx2758";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2759;"V3Fx2759";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2760;"V3Fx2760";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2761;"V3Fx2761";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2762;"V3Fx2762";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2763;"V3Fx2763";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2764;"V3Fx2764";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2765;"V3Fx2765";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2766;"V3Fx2766";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2767;"V3Fx2767";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2768;"V3Fx2768";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2769;"V3Fx2769";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"0";;0;4
2770;"V3Fx2770";"x";"2003/2004";30/4/2003 00:00:00;3;"V";;"VAL D'IZE";;;"F";"D";;;"N";;;;;;;"N";;"A";;;4
2185;"V3M1027";"1027";"2002/2003";1/2/2003 00:00:00;3;"V";"La Boulerie";"MONTREUIL SOUS PEROUSE";;7.20;"M";"C";;;;;;;;;;"C";"347";"0";;1;2
2193;"V3M1037";"1037";"2002/2003";2/2/2003 00:00:00;3;"V";;"CHATILLON EN VENDELAIS";;6.30;"M";"P";;;;;;;;;;"C";"357";"0";;1;2
2242;"V3M1071";"1071";"2002/2003";7/2/2003 00:00:00;3;"V";"La Primaudieux";"CHATILLON EN VENDELAIS";;6.80;"M";"P";;;;;;;;;;"C";"391";"0";;1;2
2197;"V3M1072";"1072";"2002/2003";2/2/2003 00:00:00;3;"V";"Le Pommier";"CHATILLON EN VENDELAIS";;7.10;"M";"P";;;;;;;;;;"C";"392";"0";;1;2
2269;"V3M1111";"1111";"2002/2003";16/2/2003 00:00:00;3;"V";"La Brihardière";"COMBOURTILLE";;6.50;"M";"P";;;;;;;;;;"C";"430";"0";;1;2
