"Parameter","Year","Age","ParamName","median","lCI","uCI"
"rho[2, 16]",2019,"1","rho",4.66023686438221,3.8994133993606,5.58750906668844
"rho[2, 17]",2020,"1","rho",4.52668588619335,3.78766250396518,5.53120063518338
"rho[2, 18]",2021,"1","rho",4.27248217913123,3.52792661907479,5.19394436902177
"rho[2, 19]",2022,"1","rho",4.39052353902678,3.53815458383076,5.61491350411427
"rho[2, 1]",2004,"1","rho",4.34936506737074,3.38535703973347,5.35888424921589
"rho[2, 2]",2005,"1","rho",3.98247131780888,3.3600344017109,4.64030891486403
"rho[2, 3]",2006,"1","rho",4.38870599112326,3.77551165447963,5.11033623591775
"rho[2, 4]",2007,"1","rho",4.61440901556247,3.85437487075232,5.58264829513609
"rho[2, 5]",2008,"1","rho",4.73020514663101,4.14186048998745,5.44073394807728
"rho[2, 6]",2009,"1","rho",3.90695082358957,3.10427095105094,4.70918916656777
"rho[2, 7]",2010,"1","rho",4.60857065657476,3.8732537516498,5.66564731425535
"rho[2, 8]",2011,"1","rho",5.52320395975394,4.72990483783219,6.42730527847931
"rho[2, 9]",2012,"1","rho",4.70791484847864,4.12992986861858,5.30739378849983
"rho[3, 10]",2013,"2","rho",4.25226207783191,3.39231078822097,5.05518834261654
"rho[3, 11]",2014,"2","rho",4.62942734738869,3.8573507450731,5.65652609553869
"rho[3, 12]",2015,"2","rho",4.73493686071791,3.86140836343764,5.63948154903636
"rho[3, 13]",2016,"2","rho",4.72122701758359,3.93700277665829,5.59286782682062
"rho[3, 14]",2017,"2","rho",4.38555272810395,3.48264840856813,5.28650324866746
"rho[3, 15]",2018,"2","rho",5.42119499060917,4.32458058339003,7.13752914071943
"rho[3, 16]",2019,"2","rho",5.00703245980599,4.19093049319966,6.07709492522021
"rho[3, 17]",2020,"2","rho",4.86115778929702,4.05176887646245,6.01423988039707
"rho[3, 18]",2021,"2","rho",4.58882483803153,3.80662893865433,5.66078523414181
"rho[3, 19]",2022,"2","rho",4.70514477944525,3.81146392537095,6.07888871913029
"rho[3, 1]",2004,"2","rho",4.67066006742325,3.67538205530445,5.78204277781553
"rho[3, 2]",2005,"2","rho",4.28222747607641,3.66082607363736,4.9535224510675
"rho[3, 3]",2006,"2","rho",4.71861426353113,4.04657969467302,5.5433682358692
"rho[3, 4]",2007,"2","rho",4.95225258076531,4.15380928091577,6.04177393581802
"rho[3, 5]",2008,"2","rho",5.08966748779887,4.38398442632757,5.96402888270393
"rho[3, 6]",2009,"2","rho",4.19927451170751,3.42318781246759,4.97852016667287
"rho[3, 7]",2010,"2","rho",4.95735025641385,4.14205830229142,6.17378321349677
"rho[3, 8]",2011,"2","rho",5.94526961604718,4.90776668996188,7.15126111346
"rho[3, 9]",2012,"2","rho",5.06255700031396,4.37968200860871,5.8017764329373
"rho[4, 10]",2013,"3","rho",4.88252186174377,3.8159639444259,5.84224002308604
"rho[4, 11]",2014,"3","rho",5.32126386997034,4.39998420864168,6.40235181054207
"rho[4, 12]",2015,"3","rho",5.43970283847741,4.31920760969512,6.49825068810695
"rho[4, 13]",2016,"3","rho",5.41852634015606,4.40007961449693,6.46640708049765
"rho[4, 14]",2017,"3","rho",5.03974834842772,3.89821095596198,6.09250217110003
"rho[4, 15]",2018,"3","rho",6.2201817650902,5.08584745111114,7.86779882880912
"rho[4, 16]",2019,"3","rho",5.75010252892911,4.78083809263849,6.86543202261363
"rho[4, 17]",2020,"3","rho",5.58645789812064,4.59181169333055,6.84409732556708
"rho[4, 18]",2021,"3","rho",5.2669095383762,4.35929756171166,6.36804518886126
"rho[4, 19]",2022,"3","rho",5.41546828550195,4.34873395451848,6.83138668258819
"rho[4, 1]",2004,"3","rho",5.35994912275324,4.14756293821289,6.64656273683699
"rho[4, 2]",2005,"3","rho",4.90593136388551,4.22163265086569,5.63894911168036
"rho[4, 3]",2006,"3","rho",5.41616364749161,4.62373052716848,6.27532229697995
"rho[4, 4]",2007,"3","rho",5.68533355382774,4.70528061712798,6.8805149235667
"rho[4, 5]",2008,"3","rho",5.83107562780516,4.97744576316407,6.82060505604075
"rho[4, 6]",2009,"3","rho",4.82396577658508,3.83839845086887,5.75290310189703
"rho[4, 7]",2010,"3","rho",5.68198832544892,4.79929838678922,6.92534463471477
"rho[4, 8]",2011,"3","rho",6.80446439680477,5.57870799508835,8.2440163527773
"rho[4, 9]",2012,"3","rho",5.79989969059024,4.88031653684368,6.80974522279883
"rho[5, 10]",2013,"4+","rho",4.53500553255196,3.61842895262439,5.34250468870163
"rho[5, 11]",2014,"4+","rho",4.9405361139187,4.09921537922686,6.01303415135241
"rho[5, 12]",2015,"4+","rho",5.05149991049526,4.11488026302205,5.92282231309742
"rho[5, 13]",2016,"4+","rho",5.04154550185486,4.16813213427877,5.93316584909553
"rho[5, 14]",2017,"4+","rho",4.67976242436343,3.69764290887661,5.63662079891653
"rho[5, 15]",2018,"4+","rho",5.77372377433486,4.68451265592628,7.46918523250136
"rho[5, 16]",2019,"4+","rho",5.33940662151588,4.51444095938157,6.32693516079393
"rho[5, 17]",2020,"4+","rho",5.18618111446807,4.3430100376073,6.30334345649768
"rho[5, 18]",2021,"4+","rho",4.89337683628415,4.11005486626154,5.90919655942457
"rho[5, 19]",2022,"4+","rho",5.02080672987398,4.09361327209676,6.3770632367598
"rho[5, 1]",2004,"4+","rho",4.97840996316944,3.89267073430301,6.18733206184474
"rho[5, 2]",2005,"4+","rho",4.56537479065489,3.93822762746368,5.19951576187812
"rho[5, 3]",2006,"4+","rho",5.03062904308621,4.36667335614617,5.80815414719823
"rho[5, 4]",2007,"4+","rho",5.28040715629109,4.42570306725111,6.3825565578418
"rho[5, 5]",2008,"4+","rho",5.42299310812873,4.69783983376036,6.30571654277606
"rho[5, 6]",2009,"4+","rho",4.48467429025334,3.59282527341746,5.30587628809037
"rho[5, 7]",2010,"4+","rho",5.28092222640075,4.49156389465148,6.44327183503371
"rho[5, 8]",2011,"4+","rho",6.33225034019963,5.25201192409399,7.59418567948434
"rho[5, 9]",2012,"4+","rho",5.3957690284335,4.63148457339905,6.22379105171473
"sigma.Psi",NA,NA,"sigma.Psi",0.452920915656631,0.0716275191518515,0.916294019430603
"sigma.immR",NA,NA,"sigma.immR",1.70134643843454,0.750499261498708,3.81474021583274
"sigma.mH",NA,NA,"sigma.mH",0.283800678369319,0.142940835952708,0.509321197383119
"sigma.mHs",NA,NA,"sigma.mHs",0.473446472554819,0.0570502124478538,1.75481964391291
"sigma.mO",NA,NA,"sigma.mO",0.648607610872919,0.0752805373510801,4.06513216105411
"sigma.rho",NA,NA,"sigma.rho",0.0965543434752772,0.00784728868484954,0.201989483612916
