"Numéro";"N° Etiquette";"Commune de Prélèvement";"GIC";"Mode Prélt";"Nom";"Date de Mort";"MOIS";"Saison";"saison reprod";"Poids";"Sexe";"Prvt Utérus";"Femelle Allaitante";"Foetus (DSV)";"Femelle non repro";"Phase pré-implan-tatoire";"Nbre d'Emb";"Nbre de res";"Nbre de Cicat Année n";"Nbre de cic de res ou de n-1";"Prvt Dent";"Agedents";"Remarques";"reprod";"nbrepro";"Age"
171;"241";"10331";"S";"P";"JOUOT";7/2/2006 00:00:00;2;1.00;2;5.09;"F";"O";"N";;;;"3";;;;"O";0.00;;"E";3;1
172;"59";"10041";"B";"P";"BOITHIER";8/2/2006 00:00:00;2;1.00;2;6.19;"F";"O";"N";;;"x";;;;;"O";6.00;;"PI";;7
173;"239";"10331";"S";"P";"JOUOT";8/2/2006 00:00:00;2;1.00;2;6.09;"M";;;;;;;;;;"O";2.00;;;;3
174;"247";"10331";"S";"P";"JOUOT";9/2/2006 00:00:00;2;1.00;2;5.40;"F";"O Dsv";"N";"5 Foetus";;;"5";;;;"O";1.00;;"E";5;2
175;"227";"10331";"S";"P";"JOUOT";10/2/2006 00:00:00;2;1.00;2;4.50;"F";"O";"N";;;"x";;;;;"O";0.00;;"PI";;1
176;"229";"10181";"S";"C";"BERTON";11/2/2006 00:00:00;2;1.00;2;5.69;"M";;;;;;;;;;"O";1.00;;;;2
177;"283";"10310";"B";"C";"GOBIN";11/2/2006 00:00:00;2;1.00;2;6.40;"M";;;;;;;;;;"O";0.00;;;;1
178;"284";"10401";"B";"P";"LEFRANC";11/2/2006 00:00:00;2;1.00;2;4.00;"F";"O";"N";;;"x";;;;;"O";0.00;;"PI";;1
179;"285";"10264";"B";"C";"MERCUZOT";11/2/2006 00:00:00;2;1.00;2;5.40;"M";;;;;;;;;;"O";0.00;;;;1
180;"286";"10181";"S";"C";"LASSAIGNES";11/2/2006 00:00:00;2;1.00;2;5.69;"M";;;;;;;;;;"O";2.00;;;;3
181;"287";"10232";"B";"C";"BOUVREY";11/2/2006 00:00:00;2;1.00;2;5.80;"M";;;;;;;;;;"O";0.00;;;;1
182;"277";"10213";"B";"P";"MOTTARD";12/2/2006 00:00:00;2;1.00;2;6.59;"M";;;;;;;;;;"O";5.00;;;;6
183;"34";"10055";"B";"T";"DOSSOT";14/2/2006 00:00:00;2;1.00;2;3.59;"F";"O";"N";;;"x";;;;;"N";;;"PI";;
184;"254";"10055";"B";"P";"DEMETS";16/2/2006 00:00:00;2;1.00;2;4.80;"F";"N";"N";;;;;;;;"O";0.00;;;;1
185;"259";"10331";"S";"P";"JOUOT";16/2/2006 00:00:00;2;1.00;2;5.59;"F";"O Dsv";"N";"4 Foetus";;;"4";;;;"O";2.00;;"E";4;3
186;"276";"10034";"B";"C";"LUCAS";16/2/2006 00:00:00;2;1.00;2;7.40;"M";;;;;;;;;;"O";2.00;;;;3
187;"260";"10331";"S";"P";"JOUOT";17/2/2006 00:00:00;2;1.00;2;7.50;"M";;;;;;;;;;"N";;;;;
188;"271";"10310";"B";"C";"BLOUET";17/2/2006 00:00:00;2;1.00;2;4.40;"F";"O";"N";;;"x";;;;;"O";0.00;;"PI";;1
189;"272";"10055";"B";"P";"DEMETS";20/2/2006 00:00:00;2;1.00;2;5.19;"F";"O Dsv";"N";"4 Foetus";;;"4";;;;"O";1.00;;"E";4;2
190;"278";"10310";"B";"C";"GOBIN";20/2/2006 00:00:00;2;1.00;2;6.00;"F";"O Dsv";"N";"5 Foetus";;;"5";;;;"O";2.00;;"E";5;3
191;"273";"10205";"B";"P";"BATKOWSKI";21/2/2006 00:00:00;2;1.00;2;7.19;"F";"O Dsv";"N";"5 Foetus";;;"5";;;;"O";3.00;;"E";5;4
192;"206";"10401";"B";"P";"GERARD";22/2/2006 00:00:00;2;1.00;2;6.19;"F";"O";"N";;;"x";;;;;"O";8.00;;"PI";;9
193;"266";"10045";"B";"S";"MAREY";24/2/2006 00:00:00;2;1.00;2;5.90;"M";;;;;;;;;;"O";0.00;;;;1
194;"267";"10045";"B";"S";"MAREY";24/2/2006 00:00:00;2;1.00;2;8.30;"M";;;;;;;;;;"O";2.00;;;;3
195;"279";"10310";"B";"P";"GOBIN";24/2/2006 00:00:00;2;1.00;2;5.00;"M";;;;;;;;;;"O";0.00;;;;1
196;"258";"10331";"S";"P";"JOUOT";25/2/2006 00:00:00;2;1.00;2;4.69;"F";"O";"N";;;"x";;;;;"O";0.00;;"PI";;1
197;"296";"10432";"S";"P";"THOMAS";25/2/2006 00:00:00;2;1.00;2;5.50;"F";"O";"N";;"x";;;;;;"O";0.00;;"O";;1
198;"268";"10069";"B";"C";"PICART";26/2/2006 00:00:00;2;1.00;2;5.90;"M";;;;;;;;;;"O";3.00;;;;4
199;"238";"10213";"B";"P";"THIERRY";27/2/2006 00:00:00;2;1.00;2;4.50;"M";;;;;;;;;;"O";0.00;;;;1
200;"263";"10432";"S";"P";"CHARLOT";27/2/2006 00:00:00;2;1.00;2;6.19;"M";;;;;;;;;;"O";6.00;;;;7
201;"269";"10438";"B";"P";"MARTINOT";27/2/2006 00:00:00;2;1.00;2;4.00;"M";;;;;;;;;;"O";0.00;;;;1
202;"294";"10045";"B";"P";"CARRIC";28/2/2006 00:00:00;2;1.00;2;5.90;"M";;;;;;;;;;"O";0.00;;;;1
203;"295";"10213";"B";"P";"MOTTARD";28/2/2006 00:00:00;2;1.00;2;5.69;"M";;;;;;;;;;"O";0.00;;;;1
204;"171";"10213";"B";"P";"MOTTARD";1/3/2006 00:00:00;3;1.00;2;6.59;"F";"N";"N";;;;;;;;"O";5.00;;;;6
205;"184";"10437";"S";"P";"DOSSOT";1/3/2006 00:00:00;3;1.00;2;5.40;"M";;;;;;;;;;"O";2.00;;;;3
206;"264";"10310";"B";"P";"GOBIN";1/3/2006 00:00:00;3;1.00;2;4.40;"F";"O";"N";;"x";;;;;;"O";0.00;;"O";;1
207;"257";"10331";"S";"P";"JOUOT";4/3/2006 00:00:00;3;1.00;2;5.40;"M";;;;;;;;;;"O";1.00;;;;2
208;"297";"10432";"S";"P";"THOMAS";7/3/2006 00:00:00;3;1.00;2;5.09;"F";"O";"N";;;;;;"2";;"O";0.00;;"CP";2;1
209;"315";"10427";"B";"V";"PINEL";7/3/2006 00:00:00;3;1.00;2;5.59;"F";"O Dsv";"N";"5 Foetus";;;"5";;;;"O";1.00;;"E";5;2
210;"340";"10041";"B";"T";"BAUDOUX";7/3/2006 00:00:00;3;1.00;2;6.30;"M";;;;;;;;;;"O";2.00;;;;3
211;"341";"10034";"B";"T";"BAUDOUX";7/3/2006 00:00:00;3;1.00;2;6.00;"M";;;;;;;;;;"O";3.00;;;;4
212;"342";"10213";"B";"T";"BAUDOUX";7/3/2006 00:00:00;3;1.00;2;4.30;"F";"O";"N";;;"x";;;;;"O";1.00;;"PI";;2
213;"100";"10252";"B";"P";"CAILLE";9/3/2006 00:00:00;3;1.00;2;6.00;"F";"O Dsv";"N";"5 Foetus";;;"5";;;;"O";2.00;;"E";5;3
214;"298";"10069";"B";"S";"PICART";9/3/2006 00:00:00;3;1.00;2;5.30;"F";"O";"N";;"x";;;;;;"O";0.00;;"O";;1
215;"337";"10159";"B";"T";"DOSSOT";10/3/2006 00:00:00;3;1.00;2;7.19;"M";;;;;;;;;;"O";2.00;;;;3
216;"313";"10358";"S";"P";"BERTOLO";11/3/2006 00:00:00;3;1.00;2;7.69;"F";"O Dsv";"N";"5 Foetus";;;"5";;;;"O";0.00;;"E";5;1
217;"314";"10376";"B";"P";"CHARDIN";11/3/2006 00:00:00;3;1.00;2;6.09;"F";"O Dsv";"N";"4 Foetus";;;"4";;;;"O";4.00;;"E";4;5
218;"317";"10331";"S";"P";"JOUOT";12/3/2006 00:00:00;3;1.00;2;5.00;"M";;;;;;;;;;"O";0.00;;;;1
219;"311";"10034";"S";"P";"SEURAT";13/3/2006 00:00:00;3;1.00;2;6.09;"M";;;;;;;;;;"O";3.00;;;;4
220;"312";"10427";"B";"V";"COURTOT";13/3/2006 00:00:00;3;1.00;2;6.50;"M";;;;;;;;;;"O";0.00;;;;1
221;"31";"10213";"B";"T";"BAZIN";14/3/2006 00:00:00;3;1.00;2;6.30;"M";;;;;;;;;;"O";2.00;;;;3
222;"32";"10045";"B";"T";"DOSSOT";15/3/2006 00:00:00;3;1.00;2;4.59;"M";;;;;;;;;;"O";0.00;;;;1
223;"310";"10438";"B";"P";"BILLIOUT";15/3/2006 00:00:00;3;1.00;2;5.40;"F";"O Dsv";"N";"4 Foetus";;;"4";;;;"O";6.00;;"E";4;7
224;"61";"10055";"B";"P";"ROUX";16/3/2006 00:00:00;3;1.00;2;6.00;"F";"O Dsv";"N";"4 Foetus";;;"4";;;;"O";4.00;;"E";4;5
225;"211";"10041";"B";"P";"BOITHIER";16/3/2006 00:00:00;3;1.00;2;6.40;"F";"O";"O";;"x";;;;;"6";"O";4.00;;"O";;5
226;"307";"10438";"B";"P";"BILLIOUT";16/3/2006 00:00:00;3;1.00;2;4.09;"F";"O";"O";;;;;;"2";;"O";0.00;;"CP";2;1
227;"308";"10213";"B";"P";"THIERRY";16/3/2006 00:00:00;3;1.00;2;7.59;"M";;;;;;;;;;"O";3.00;;;;4
228;"144";"10213";"B";"T";"BERGERAT";17/3/2006 00:00:00;3;1.00;2;5.90;"M";;;;;;;;;;"O";0.00;;;;1
229;"145";"10205";"B";"T";"BERGERAT";17/3/2006 00:00:00;3;1.00;2;6.00;"M";;;;;;;;;;"O";3.00;;;;4
230;"147";"10215";"B";"T";"PLOUVIEZ";17/3/2006 00:00:00;3;1.00;2;5.69;"M";;;;;;;;;;"O";0.00;;;;1
231;"288";"10376";"B";"T";"BERGERAT";17/3/2006 00:00:00;3;1.00;2;7.09;"F";"O Dsv";"N";"5 Foetus";;;"5";;;;"O";0.00;;"E";5;1
232;"306";"10358";"S";"P";"BERTOLO";17/3/2006 00:00:00;3;1.00;2;5.30;"M";;;;;;;;;;"O";0.00;;;;1
233;"66";"10034";"B";"D";"TAILLARD";18/3/2006 00:00:00;3;1.00;2;5.69;"M";;;;;;;;;;"O";7.00;;;;8
234;"255";"10331";"S";"P";"JOUOT";18/3/2006 00:00:00;3;1.00;2;5.50;"M";;;;;;;;;;"O";3.00;;;;4
235;"270";"10331";"S";"P";"JOUOT";18/3/2006 00:00:00;3;1.00;2;5.00;"F";"O";"O";;;;;;"5";;"O";1.00;;"CP";5;2
236;"299";"10252";"B";"P";"CAILLE";18/3/2006 00:00:00;3;1.00;2;4.59;"M";;;;;;;;;;"O";0.00;;;;1
237;"300";"10427";"B";"P";"COURTOT";18/3/2006 00:00:00;3;1.00;2;5.19;"F";"O Dsv";"N";"3 Foetus";;;"3";;;;"O";1.00;;"E";3;2
238;"302";"10034";"B";"D";"TAILLARD";18/3/2006 00:00:00;3;1.00;2;6.69;"F";"O Dsv";"N";"4 Foetus";;;"4";;;;"O";0.00;;"E";4;1
239;"303";"10034";"B";"D";"TAILLARD";18/3/2006 00:00:00;3;1.00;2;5.80;"F";"O Dsv";"N";"5 Foetus";;;"5";;;;"O";3.00;;"E";5;4
240;"265";"10310";"B";"P";"GOBIN";20/3/2006 00:00:00;3;1.00;2;4.40;"F";"O (+Dsv)";"N";"(4 Fœtus)";;;;;"5";;"O";0.00;;"CP";5;1
241;"374";"10213";"B";"P";"THIERRY";22/3/2006 00:00:00;3;1.00;2;5.50;"M";;;;;;;;;;"O";5.00;;;;6
242;"146";"10401";"B";"T";"BERGERAT";23/3/2006 00:00:00;3;1.00;2;6.69;"M";;;;;;;;;;"O";3.00;;;;4
243;"275";"10205";"B";"P";"BATKOWSKI";23/3/2006 00:00:00;3;1.00;2;6.00;"F";"O";"O";;;;;;"5";;"O";2.00;;"CP";5;3
244;"291";"10205";"B";"T";"BERGERAT";23/3/2006 00:00:00;3;1.00;2;7.09;"F";"O Dsv";"N";"5 Foetus";;;"5";;;;"O";2.00;;"E";5;3
245;"293";"10097";"B";"T";"BERGERAT";23/3/2006 00:00:00;3;1.00;2;6.00;"F";"O Dsv";"N";"5 Foetus";;;"5";;;;"O";1.00;;"E";5;2
246;"372";"10045";"B";"C";"CARRIC";24/3/2006 00:00:00;3;1.00;2;5.80;"F";"O";"O";;;;;;"4";;"O";2.00;;"CP";4;3
247;"301";"10213";"B";"P";"THIERRY";27/3/2006 00:00:00;3;1.00;2;4.69;"F";"O";"N";;;;;;"4";;"O";0.00;;"CP";4;1
248;"335";"10438";"B";"T";"DOSSOT";28/3/2006 00:00:00;3;1.00;2;3.59;"F";"O";"N";;"x";;;;;;"O";0.00;;"O";;1
249;"336";"10041";"B";"T";"DOSSOT";28/3/2006 00:00:00;3;1.00;2;4.30;"F";"O";"N";;;;;;"3";;"O";1.00;;"CP";3;2
250;"338";"10205";"B";"T";"DOSSOT";28/3/2006 00:00:00;3;1.00;2;5.69;"F";"O";"N";;;;;;"5";;"O";0.00;;"CP";5;1
251;"339";"10069";"B";"T";"BAUDOUX";28/3/2006 00:00:00;3;1.00;2;5.00;"F";"O";"O";;;;;;"3";;"O";1.00;"BALLE DE PANSE";"CP";3;2
252;"304";"10432";"S";"P";"THOMAS";29/3/2006 00:00:00;3;1.00;2;5.40;"F";"O";"N";;"x";;;;;;"O";0.00;;"O";;1
253;"67";"10213";"B";"P";"THIERRY";31/3/2006 00:00:00;3;1.00;2;6.09;"M";;;;;;;;;;"O";3.00;;;;4
254;"140";"10213";"B";"T";"PLOUVIEZ";31/3/2006 00:00:00;3;1.00;2;5.40;"F";"N";"N";;;;;;;;"O";0.00;;;;1
255;"305";"10213";"B";"P";"THIERRY";1/4/2006 00:00:00;4;1.00;2;6.00;"M";;;;;;;;;;"O";1.00;;;;1
256;"375";"10213";"B";"P";"THIERRY";1/4/2006 00:00:00;4;1.00;2;5.09;"M";;;;;;;;;;"O";1.00;;;;1
257;"320";"10437";"S";"P";"DOSSOT";2/4/2006 00:00:00;4;1.00;2;4.09;"M";;;;;;;;;;"O";1.00;;;;1
258;"280";"10181";"S";"P";"LASSAIGNES";3/4/2006 00:00:00;4;1.00;2;7.09;"M";;;;;;;;;;"O";3.00;;;;3
259;"345";"10310";"B";"P";"GOBIN";5/4/2006 00:00:00;4;1.00;2;7.09;"F";"O";"O";;;;;;"5";;"O";4.00;;"CP";5;4
260;"376";"10045";"B";"T";"BAZIN";6/4/2006 00:00:00;4;1.00;2;7.00;"F";"O Dsv";"N";"7 Foetus";;;"7";;;;"O";5.00;;"E";7;5
261;"377";"10213";"B";"S";"MOTTARD";6/4/2006 00:00:00;4;1.00;2;5.19;"F";"O";"N";;;;;;"4";;"O";6.00;;"CP";4;6
262;"142";"10252";"B";"T";"BERGERAT";7/4/2006 00:00:00;4;1.00;2;4.00;"F";"O";"N";;;;;;"4";;"O";1.00;;"CP";4;1
263;"256";"10136";"B";"T";"BERGERAT";7/4/2006 00:00:00;4;1.00;2;5.80;"F";"O";"N";;;;;;"4";"1";"O";1.00;;"CP";4;1
264;"289";"10401";"B";"T";"ROUSSELET";7/4/2006 00:00:00;4;1.00;2;4.80;"M";;;;;;;;;;"O";3.00;;;;3
265;"346";"10310";"B";"P";"GOBIN";10/4/2006 00:00:00;4;1.00;2;3.20;"F";"N";"N";;;;;;;;"O";1.00;;;;1
266;"349";"10215";"B";"P";"PIETREMONT";10/4/2006 00:00:00;4;1.00;2;4.69;"F";"O";"O";;;;;;"4";;"O";1.00;;"CP";4;1
267;"334";"10376";"B";"T";"CHASTRAGNAT";11/4/2006 00:00:00;4;1.00;2;7.09;"M";;;;;;;;;;"O";3.00;;;;3
268;"356";"10427";"B";"V";"COURTOT";11/4/2006 00:00:00;4;1.00;2;4.90;"F";"O";"N";;;;;;"4";;"O";2.00;;"CP";4;2
269;"378";"10215";"B";"P";"PIETREMONT";11/4/2006 00:00:00;4;1.00;2;4.40;"F";"O";"N";;"x";;;;;;"O";1.00;;"O";;1
270;"139";"10376";"B";"T";"PLOUVIEZ";13/4/2006 00:00:00;4;1.00;2;6.30;"M";;;;;;;;;;"O";1.00;;;;1
271;"141";"10401";"B";"T";"PLOUVIEZ";13/4/2006 00:00:00;4;1.00;2;5.09;"M";;;;;;;;;;"O";1.00;"DATE INCONNU";;;1
272;"292";"10215";"B";"T";"PLOUVIEZ";13/4/2006 00:00:00;4;1.00;2;5.00;"F";"O";"O";;;;;;"5";;"O";1.00;;"CP";5;1
273;"344";"10310";"B";"P";"GOBIN";14/4/2006 00:00:00;4;1.00;2;5.90;"M";;;;;;;;;;"O";1.00;;;;1
274;"343";"10331";"S";"P";"JOUOT";15/4/2006 00:00:00;4;1.00;2;5.09;"M";;;;;;;;;;"O";1.00;;;;1
275;"354";"10432";"S";"D";"MAREY";15/4/2006 00:00:00;4;1.00;2;5.09;"F";"O";"O";;;;;;"6";;"O";2.00;;"CP";6;2
276;"355";"10432";"S";"D";"MAREY";15/4/2006 00:00:00;4;1.00;2;5.90;"F";"O";"O";;;;;;"4";;"O";4.00;;"CP";4;4
277;"357";"10213";"B";"P";"THIERRY";15/4/2006 00:00:00;4;1.00;2;5.00;"M";;;;;;;;;;"O";2.00;;;;2
278;"359";"10310";"B";"P";"BILLIOUT";15/4/2006 00:00:00;4;1.00;2;6.30;"M";;;;;;;;;;"O";3.00;;;;3
279;"361";"10215";"B";"P";"PIETREMONT";15/4/2006 00:00:00;4;1.00;2;4.50;"F";"O";"N";;"x";;;;;;"O";1.00;;"O";;1
280;"365";"10432";"S";"D";"MAREY";15/4/2006 00:00:00;4;1.00;2;5.50;"F";"O";"O";;;;;;"4";;"O";1.00;;"CP";4;1
281;"371";"10331";"S";"P";"JOUOT";15/4/2006 00:00:00;4;1.00;2;5.30;"F";"O";"N";;"x";;;;;"4";"O";10.00;;"O";;10
282;"373";"10331";"S";"P";"JOUOT";15/4/2006 00:00:00;4;1.00;2;4.90;"F";"O";"O";;;;;;"4";"1";"O";5.00;;"CP";4;5
283;"379";"10181";"S";"D";"TAILLARD";15/4/2006 00:00:00;4;1.00;2;6.90;"M";;;;;;;;;;"O";1.00;;;;1
284;"380";"10181";"S";"P";"RICHON";15/4/2006 00:00:00;4;1.00;2;6.09;"M";;;;;;;;;;"O";1.00;;;;1
285;"381";"10331";"S";"D";"MAREY";15/4/2006 00:00:00;4;1.00;2;6.59;"F";"O";"O";;;;;;"5";;"O";3.00;;"CP";5;3
286;"382";"10181";"S";"D";"TAILLARD";15/4/2006 00:00:00;4;1.00;2;5.30;"F";"O";"O";;;;;;"5";;"O";2.00;;"CP";5;2
287;"330";"10097";"B";"T";"DOSSOT";18/4/2006 00:00:00;4;1.00;2;5.40;"F";"O";"N";;;;;;"3";;"O";4.00;;"CP";3;4
288;"331";"10438";"B";"T";"DOSSOT";18/4/2006 00:00:00;4;1.00;2;5.59;"M";;;;;;;;;;"O";2.00;;;;2
289;"332";"10438";"B";"T";"DOSSOT";18/4/2006 00:00:00;4;1.00;2;6.00;"F";"O";"O";;;;;;"3";;"O";6.00;;"CP";3;6
290;"333";"10232";"B";"T";"DOSSOT";18/4/2006 00:00:00;4;1.00;2;5.59;"M";;;;;;;;;;"O";4.00;;;;4
291;"262";"10401";"B";"P";"GERARD";20/4/2006 00:00:00;4;1.00;2;3.70;"F";"O";"N";;;;;;"3";;"O";1.00;;"CP";3;1
292;"358";"10069";"B";"P";"PICART";20/4/2006 00:00:00;4;1.00;2;6.40;"M";;;;;;;;;;"O";1.00;;;;1
293;"399";"10252";"B";"T";"PLOUVIEZ";20/4/2006 00:00:00;4;1.00;2;4.50;"F";"O";"O";;;;;;"5";"1";"O";1.00;;"CP";5;1
294;"384";"10376";"B";"T";"PLOUVIEZ";21/4/2006 00:00:00;4;1.00;2;5.19;"F";"O";"O";;;;;;"2";;"O";1.00;;"CP";2;1
295;"387";"10401";"B";"T";"PLOUVIEZ";21/4/2006 00:00:00;4;1.00;2;5.59;"F";"O";"N";;;;;;"4";;"O";1.00;;"CP";4;1
296;"393";"10213";"B";"T";"PLOUVIEZ";21/4/2006 00:00:00;4;1.00;2;5.19;"F";"O";"N";;;;;;"5";"1";"O";3.00;;"CP";5;3
297;"360";"10041";"B";"P";"BOITHIER";22/4/2006 00:00:00;4;1.00;2;3.90;"F";"O";"O";;;;;;"5";;"O";3.00;;"CP";5;3
298;"383";"10331";"S";"P";"JOUOT";23/4/2006 00:00:00;4;1.00;2;5.30;"F";"O";"O";;;;;;"5";"3";"O";3.00;;"CP";5;3
299;"350";"10213";"B";"P";"THIERRY";24/4/2006 00:00:00;4;1.00;2;4.50;"F";"O";"N";;;;;;"4";;"O";3.00;;"CP";4;3
300;"385";"10045";"B";"T";"BERGERAT";27/4/2006 00:00:00;4;1.00;2;7.09;"M";;;;;;;;;;"O";1.00;;;;1
301;"388";"10438";"B";"T";"BERGERAT";27/4/2006 00:00:00;4;1.00;2;5.80;"M";;;;;;;;;;"O";1.00;;;;1
302;"389";"10136";"B";"T";"BERGERAT";27/4/2006 00:00:00;4;1.00;2;5.00;"F";"O";"O";;;;;;"5";;"O";2.00;;"CP";5;2
303;"390";"10041";"B";"T";"BERGERAT";27/4/2006 00:00:00;4;1.00;2;4.59;"F";"O";"N";;;;;;"2";;"O";1.00;;"CP";2;1
304;"394";"10401";"B";"T";"BERGERAT";27/4/2006 00:00:00;4;1.00;2;5.59;"M";;;;;;;;;;"O";1.00;;;;1
305;"370";"10432";"S";"P";"THOMAS";28/4/2006 00:00:00;4;1.00;2;6.80;"M";;;;;;;;;;"O";1.00;;;;1
306;"386";"10438";"B";"T";"BERGERAT";28/4/2006 00:00:00;4;1.00;2;;"M";;;;;;;;;;"N";0.00;"Jeune Equarrissage";;;0
307;"367";"10401";"B";"P";"BILLIOUT";29/4/2006 00:00:00;4;1.00;2;4.69;"M";;;;;;;;;;"O";1.00;;;;1
308;"454";"10069";"B";"P";"PICART";29/4/2006 00:00:00;4;1.00;2;4.40;"F";"O";"O";;;;;;"4";;"O";4.00;;"CP";4;4
309;"351";"10438";"B";"P";"MARTINOT";30/4/2006 00:00:00;4;1.00;2;4.40;"F";"O";"O";;;;;;"6";;"O";2.00;;"CP";6;2
310;"362";"10213";"B";"P";"THIERRY";30/4/2006 00:00:00;4;1.00;2;4.09;"F";"O";"O";;;;;;"3";"2";"O";3.00;;"CP";3;3
311;"352";"10438";"B";"D";"MAREY";1/5/2006 00:00:00;5;1.00;2;5.00;"F";"O";"O";;;;;;"3";;"O";1.00;;"CP";3;1
312;"366";"10041";"B";"P";"BOITHIER";1/5/2006 00:00:00;5;1.00;2;5.59;"M";;;;;;;;;;"O";10.00;;;;10
313;"368";"10438";"B";"D";"MAREY";1/5/2006 00:00:00;5;1.00;2;6.50;"M";;;;;;;;;;"O";2.00;;;;2
314;"369";"10438";"B";"D";"TAILLARD";1/5/2006 00:00:00;5;1.00;2;4.40;"M";;;;;;;;;;"O";4.00;;;;4
315;"363";"10213";"B";"P";"THIERRY";2/5/2006 00:00:00;5;1.00;2;5.80;"M";;;;;;;;;;"O";3.00;;;;3
316;"364";"10055";"B";"P";"DEMETS";2/5/2006 00:00:00;5;1.00;2;5.19;"M";;;;;;;;;;"O";2.00;;;;2
317;"434";"10310";"B";"P";"BILLIOUT";3/5/2006 00:00:00;5;1.00;2;4.30;"M";;;;;;;;;;"O";1.00;;;;1
318;"202";"10034";"B";"P";"LENOIR";5/5/2006 00:00:00;5;1.00;2;4.59;"F";"O";"O";;;;;;"4";;"O";5.00;;"CP";4;5
319;"274";"10205";"B";"P";"BATKOWSKI";5/5/2006 00:00:00;5;1.00;2;5.55;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
320;"435";"10041";"B";"P";"BOITHIER";5/5/2006 00:00:00;5;1.00;2;6.00;"M";;;;;;;;;;"O";4.00;;;;4
321;"437";"10055";"B";"P";"DEMETS";7/5/2006 00:00:00;5;1.00;2;6.40;"F";"N";;;;;;;;;"O";1.00;;;;1
322;"436";"10252";"B";"P";"CAILLE";8/5/2006 00:00:00;5;1.00;2;4.59;"F";"O";"O";;;;;;"4";"3";"O";1.00;;"CP";4;1
323;"438";"10213";"B";"P";"THIERRY";8/5/2006 00:00:00;5;1.00;2;;"M";;;;;;;;;;"N";;;;;
324;"455";"10041";"B";"P";"BOITHIER";9/5/2006 00:00:00;5;1.00;2;4.30;"F";"O";"N";;"x";;;;;"6";"O";2.00;;"O";;2
325;"400";"10205";"B";"D";"MAREY";12/5/2006 00:00:00;5;1.00;2;;"M";;;;;;;;;;"N";;;;;
326;"440";"10041";"B";"P";"BOITHIER";14/5/2006 00:00:00;5;1.00;2;;"M";;;;;;;;;;"N";;;;;
327;"453";"10213";"B";"P";"THIERRY";14/5/2006 00:00:00;5;1.00;2;4.50;"F";"O";"N";;;;;;"6";;"N";;;"CP";6;
328;"441";"10041";"B";"P";"BOITHIER";16/5/2006 00:00:00;5;1.00;2;4.59;"F";"O";"O";;;;;;"4";;"O";1.00;;"CP";4;1
329;"439";"10213";"B";"P";"THIERRY";19/5/2006 00:00:00;5;1.00;2;4.00;"F";"O";"N";;"x";;;;;;"O";2.00;;"O";;2
330;"97";"10205";"B";"P";"BATKOWSKI";22/5/2006 00:00:00;5;1.00;2;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
331;"442";"10213";"B";"P";"THIERRY";24/5/2006 00:00:00;5;1.00;2;;"F";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
332;"443";"10246";"S";"P";"JOUOT";24/5/2006 00:00:00;5;1.00;2;;"F";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
333;"444";"10310";"B";"P";"BILLIOUT";29/5/2006 00:00:00;5;1.00;2;;"F";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
334;"329";"10438";"B";"T";"BAZIN";2/6/2006 00:00:00;6;1.00;2;;"F";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
335;"451";"10213";"B";"P";"THIERRY";7/6/2006 00:00:00;6;1.00;2;;"NI";"N";;;;;;;;;"N";0.00;"Jeune Equarrissage";;;0
336;"452";"10418";"S";"P";;7/6/2006 00:00:00;6;1.00;2;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
337;"33";"10083";"S";"V";"BAZIN";9/6/2006 00:00:00;6;1.00;2;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
338;"448";"10045";"B";"P";"CARRIC";12/6/2006 00:00:00;6;1.00;2;;"NI";"N";;;;;;;;;"N";0.00;"Jeune Equarrissage";;;0
339;"449";"10213";"B";"P";"THIERRY";12/6/2006 00:00:00;6;1.00;2;;"F";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
340;"450";"10069";"B";"P";"PICART";12/6/2006 00:00:00;6;1.00;2;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
341;"417";"10045";"B";"P";"CARRIC";13/6/2006 00:00:00;6;1.00;2;;"M";;;;;;;;;;"N";0.00;"Jeune Equarrissage";;;0
342;"418";"10045";"B";"P";"BILLIOUT";14/6/2006 00:00:00;6;1.00;2;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
343;"422";"10213";"B";"P";"MOTTARD";19/6/2006 00:00:00;6;1.00;2;4.95;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
344;"416";"10045";"B";"T";"BERGERAT";29/6/2006 00:00:00;6;1.00;2;4.15;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
345;"328";"10437";"S";"P";"DOSSOT";30/6/2006 00:00:00;6;1.00;2;4.90;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
346;"424";"10213";"B";"V";"THIERRY";2/7/2006 00:00:00;7;1.00;2;3.50;"F";"N";"N";;;;;;;;"N";;"EQUARRISSAGE";;;
