"Numéro";"N° Etiquette";"Commune de Prélèvement";"GIC";"Mode Prélt";"Nom";"Date de Mort";"MOIS";"Saison";"saison reprod";"Poids";"Sexe";"Prvt Utérus";"Femelle Allaitante";"Foetus (DSV)";"Femelle non repro";"Phase pré-implan-tatoire";"Nbre d'Emb";"Nbre de res";"Nbre de Cicat Année n";"Nbre de cic de res ou de n-1";"Prvt Dent";"Agedents";"Remarques";"reprod";"nbrepro";"Age"
1914;"2269";"10034";"S";"P";"MENDOZA";6/10/2010 00:00:00;10;6.00;6;4.70;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1915;"2285";"10181";"S";"T";"HAUMESSER";7/10/2010 00:00:00;10;6.00;6;4.30;"F";"N";"N";;;;;;;;"N";;;;;
1916;"2286";"10418";"S";"T";"HAUMESSER";7/10/2010 00:00:00;10;6.00;6;5.25;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1917;"2268";"10213";"B";"P";"MOTTARD";8/10/2010 00:00:00;10;6.00;6;5.15;"M";;;;;;;;;;"N";;;;;
1918;"2266";"10215";"B";"C";"MAREY";10/10/2010 00:00:00;10;6.00;6;5.00;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1919;"2267";"10358";"S";"P";"PHILBERT";10/10/2010 00:00:00;10;6.00;6;4.60;"F";"N";"N";;;;;;;;"N";;;;;
1920;"2323";"10427";"B";"C";"COURTOT";10/10/2010 00:00:00;10;6.00;6;4.90;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1921;"2287";"10331";"S";"T";"HAUMESSER";11/10/2010 00:00:00;10;6.00;6;4.20;"F";"N";"N";;;;;;;;"O";7.00;;;;7
1922;"2288";"10331";"S";"T";"HAUMESSER";11/10/2010 00:00:00;10;6.00;6;5.00;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1923;"2265";"10034";"S";"P";"SEURAT";14/10/2010 00:00:00;10;6.00;6;4.80;"F";"N";"N";;;;;;;;"O";1.00;;;;1
1924;"2281";"10188";"S";"T";"HAUMESSER";14/10/2010 00:00:00;10;6.00;6;6.90;"F";"N";"N";;;;;;;;"O";2.00;;;;2
1925;"2264";"10401";"B";"R";"MAREY";17/10/2010 00:00:00;10;6.00;6;5.80;"M";;;;;;;;;;"O";0.00;;;;0
1926;"2330";"10136";"B";"C";"AMBLARD";17/10/2010 00:00:00;10;6.00;6;;"F";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
1927;"2195";"10158";"S";"C";"JEANNOT";18/10/2010 00:00:00;10;6.00;6;5.40;"M";;;;;;;;;;"O";0.00;;;;0
1928;"2282";"10331";"S";"T";"HAUMESSER";19/10/2010 00:00:00;10;6.00;6;5.50;"M";;;;;;;;;;"O";0.00;;;;0
1929;"2262";"10331";"S";"T";"HAUMESSER";21/10/2010 00:00:00;10;6.00;6;4.80;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1930;"2263";"10049";"S";"T";"HAUMESSER";21/10/2010 00:00:00;10;6.00;6;5.00;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1931;"2283";"10173";"S";"T";"HAUMESSER";21/10/2010 00:00:00;10;6.00;6;6.10;"F";"N";"N";;;;;;;;"O";4.00;;;;4
1932;"2284";"10049";"S";"T";"HAUMESSER";21/10/2010 00:00:00;10;6.00;6;5.90;"M";;;;;;;;;;"O";0.00;;;;0
1933;"2331";"10215";"B";"P";"LEBON";22/10/2010 00:00:00;10;6.00;6;5.80;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1934;"2201";"10232";"B";"P";"RIVIERE";23/10/2010 00:00:00;10;6.00;6;6.10;"M";;;;;;;;;;"O";0.00;;;;0
1935;"2197";"10158";"S";"C";"GUEDET";24/10/2010 00:00:00;10;6.00;6;4.80;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1936;"2351";"10009";"S";"C";"VIARDOT";24/10/2010 00:00:00;10;6.00;6;5.80;"M";;;;;;;;;;"O";0.00;;;;0
1937;"2196";"10188";"S";"P";"PEPIN";25/10/2010 00:00:00;10;6.00;6;6.10;"M";;;;;;;;;;"N";;;;;
1938;"2048";"10034";"S";"T";"PLOUVIEZ";28/10/2010 00:00:00;10;6.00;6;5.30;"M";;;;;;;;;;"N";;;;;
1939;"2049";"10181";"S";"T";"PLOUVIEZ";29/10/2010 00:00:00;10;6.00;6;6.00;"M";;;;;;;;;;"O";0.00;;;;0
1940;"2209";"10181";"S";"A";"LASSAIGNES";29/10/2010 00:00:00;10;6.00;6;6.00;"M";;;;;;;;;;"O";0.00;;;;0
1941;"2337";"10427";"B";"P";"COURTOT";30/10/2010 00:00:00;10;6.00;6;3.60;"F";"N";"N";;;;;;;;"N";;;;;
1942;"2349";"10252";"B";"P";"CAILLE";3/11/2010 00:00:00;11;6.00;6;4.90;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1943;"2050";"10009";"S";"T";"ROUSSELET";4/11/2010 00:00:00;11;6.00;6;5.00;"F";"N";"N";;;;;;;;"O";10.00;;;;10
1944;"2051";"10432";"S";"T";"ROUSSELET";4/11/2010 00:00:00;11;6.00;6;5.80;"F";"N";"N";;;;;;;;"O";3.00;;;;3
1945;"2260";"10049";"S";"T";"HAUMESSER";4/11/2010 00:00:00;11;6.00;6;5.30;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1946;"2261";"10331";"S";"T";"HAUMESSER";4/11/2010 00:00:00;11;6.00;6;5.60;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1947;"2173";"10331";"S";"T";"ROUSSELET";5/11/2010 00:00:00;11;6.00;6;6.30;"M";;;;;;;;;;"O";0.00;;;;0
1948;"2208";"10181";"S";"P";"RICHON";5/11/2010 00:00:00;11;6.00;6;4.30;"M";;;;;;;;;;"O";0.00;;;;0
1949;"2348";"10069";"B";"P";"PICART";5/11/2010 00:00:00;11;6.00;6;3.90;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1950;"2325";"10205";"B";"C";"PIETREMONT";7/11/2010 00:00:00;11;6.00;6;6.70;"M";;;;;;;;;;"O";0.00;;;;0
1951;"2329";"10205";"B";"C";"PIETREMONT";7/11/2010 00:00:00;11;6.00;6;6.00;"M";;;;;;;;;;"O";0.00;;;;0
1952;"2375";"10358";"S";"C";"PHILBERT";7/11/2010 00:00:00;11;6.00;6;6.30;"F";"N";"N";;;;;;;;"O";3.00;;;;3
1953;"1881";"10055";"S";"T";"CHASTRAGNAT";9/11/2010 00:00:00;11;6.00;6;6.00;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1954;"1882";"10055";"S";"T";"CHASTRAGNAT";9/11/2010 00:00:00;11;6.00;6;5.40;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1955;"1883";"10296";"S";"T";"CHASTRAGNAT";9/11/2010 00:00:00;11;6.00;6;5.00;"M";;;;;;;;;;"N";;;;;
1956;"1884";"10432";"S";"T";"CHASTRAGNAT";9/11/2010 00:00:00;11;6.00;6;5.50;"F";"N";"N";;;;;;;;"O";1.00;;;;1
1957;"1885";"10009";"S";"T";"CHASTRAGNAT";9/11/2010 00:00:00;11;6.00;6;5.10;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1958;"1886";"10009";"S";"T";"CHASTRAGNAT";9/11/2010 00:00:00;11;6.00;6;4.70;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1959;"2334";"10215";"B";"C";"MAREY";11/11/2010 00:00:00;11;6.00;6;5.60;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1960;"2207";"10188";"S";"P";"PEPIN";12/11/2010 00:00:00;11;6.00;6;7.30;"F";"N";"N";;;;;;;;"N";;;;;
1961;"2372";"10045";"B";"P";"CARRIC";12/11/2010 00:00:00;11;6.00;6;6.20;"M";;;;;;;;;;"O";0.00;;;;0
1962;"2373";"10358";"S";"C";"PHILBERT";14/11/2010 00:00:00;11;6.00;6;6.80;"M";;;;;;;;;;"O";0.00;;;;0
1963;"2374";"10358";"S";"C";"PHILBERT";14/11/2010 00:00:00;11;6.00;6;5.00;"F";"N";"N";;;;;;;;"O";5.00;;;;5
1964;"2371";"10009";"S";"P";"VIARDOT";15/11/2010 00:00:00;11;6.00;6;6.30;"M";;;;;;;;;;"O";0.00;;;;0
1965;"2335";"10399";"S";"P";"SOTTAS";16/11/2010 00:00:00;11;6.00;6;3.90;"M";;;;;;;;;;"O";0.00;;;;0
1966;"2259";"10331";"S";"T";"HAUMESSER";17/11/2010 00:00:00;11;6.00;6;6.00;"M";;;;;;;;;;"O";1.00;;;;1
1967;"2315";"10302";"S";"T";"HAUMESSER";17/11/2010 00:00:00;11;6.00;6;5.05;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1968;"2316";"10331";"S";"T";"HAUMESSER";17/11/2010 00:00:00;11;6.00;6;6.60;"M";;;;;;;;;;"O";0.00;;;;0
1969;"2317";"10418";"S";"T";"HAUMESSER";17/11/2010 00:00:00;11;6.00;6;5.40;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1970;"2336";"10432";"S";"P";"THOMAS";17/11/2010 00:00:00;11;6.00;6;7.60;"M";;;;;;;;;;"O";0.00;;;;0
1971;"2328";"10009";"S";"T";"BARTH";18/11/2010 00:00:00;11;6.00;6;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
1972;"2356";"10188";"S";"T";"BARTH";18/11/2010 00:00:00;11;6.00;6;7.00;"M";;;;;;;;;;"O";0.00;;;;0
1973;"2359";"10331";"S";"T";"BARTH";18/11/2010 00:00:00;11;6.00;6;7.00;"M";;;;;;;;;;"O";0.00;;;;0
1974;"2360";"10432";"S";"T";"BARTH";18/11/2010 00:00:00;11;6.00;6;6.65;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1975;"2370";"10399";"S";"R";"MENDOZA";18/11/2010 00:00:00;11;6.00;6;5.95;"F";"N";"N";;;;;;;;"N";;;;;
1976;"2376";"10331";"S";"T";"BARTH";18/11/2010 00:00:00;11;6.00;6;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
1977;"2202";"10232";"B";"C";"LACROIX";20/11/2010 00:00:00;11;6.00;6;5.00;"M";;;;;;;;;;"O";0.00;;;;0
1978;"2355";"10034";"B";"C";"LUCAS";20/11/2010 00:00:00;11;6.00;6;4.45;"F";"N";"N";;;;;;;;"O";2.00;;;;2
1979;"2217";"10188";"S";"P";"PEPIN";21/11/2010 00:00:00;11;6.00;6;4.70;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1980;"2346";"10181";"S";"C";"MILESI";21/11/2010 00:00:00;11;6.00;6;5.50;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1981;"2347";"10181";"S";"C";"MILESI";21/11/2010 00:00:00;11;6.00;6;4.25;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1982;"2345";"10009";"S";"P";"VIARDOT";22/11/2010 00:00:00;11;6.00;6;6.00;"M";;;;;;;;;;"O";0.00;;;;0
1983;"2216";"10331";"S";"P";"JOUOT";23/11/2010 00:00:00;11;6.00;6;6.70;"M";;;;;;;;;;"O";0.00;;;;0
1984;"2343";"10252";"B";"P";"CAILLE";24/11/2010 00:00:00;11;6.00;6;5.30;"M";;;;;;;;;;"O";0.00;;;;0
1985;"2344";"10252";"B";"P";"CAILLE";24/11/2010 00:00:00;11;6.00;6;6.50;"M";;;;;;;;;;"O";1.00;;;;1
1986;"2318";"10331";"S";"T";"HAUMESSER";25/11/2010 00:00:00;11;6.00;6;7.40;"M";;;;;;;;;;"O";4.00;;;;4
1987;"2319";"10418";"S";"T";"HAUMESSER";25/11/2010 00:00:00;11;6.00;6;7.10;"F";"N";"N";;;;;;;;"O";2.00;;;;2
1988;"2320";"10432";"S";"T";"HAUMESSER";25/11/2010 00:00:00;11;6.00;6;6.00;"F";"N";"N";;;;;;;;"N";;;;;
1989;"2322";"10418";"S";"T";"HAUMESSER";25/11/2010 00:00:00;11;6.00;6;5.80;"M";;;;;;;;;;"O";0.00;;;;0
1990;"2215";"10181";"S";"A";"LASSAIGNES";27/11/2010 00:00:00;11;6.00;6;6.20;"M";;;;;;;;;;"O";0.00;;;;0
1991;"2222";"10401";"B";"G";"CLEMENT";27/11/2010 00:00:00;11;6.00;6;4.40;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1992;"2333";"10034";"B";"C";"FRITSHY";27/11/2010 00:00:00;11;6.00;6;5.90;"M";;;;;;;;;;"O";0.00;;;;0
1993;"2339";"10215";"B";"D";"MAREY";27/11/2010 00:00:00;11;6.00;6;6.20;"M";;;;;;;;;;"O";0.00;;;;0
1994;"2340";"10401";"B";"P";"CLEMENT";27/11/2010 00:00:00;11;6.00;6;7.10;"M";;;;;;;;;;"O";0.00;;;;0
1995;"2341";"10215";"B";"D";"MAREY";27/11/2010 00:00:00;11;6.00;6;5.30;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1996;"2342";"10215";"B";"D";"MAREY";27/11/2010 00:00:00;11;6.00;6;5.20;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1997;"2332";"10069";"B";"P";"PICART";29/11/2010 00:00:00;11;6.00;6;4.80;"M";;;;;;;;;;"O";0.00;;;;0
1998;"1887";"10181";"S";"T";"DOSSOT";2/12/2010 00:00:00;12;6.00;6;5.20;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1999;"2352";"10252";"B";"P";"CAILLE";2/12/2010 00:00:00;12;6.00;6;5.80;"M";;;;;;;;;;"O";0.00;;;;0
2000;"2213";"10181";"S";"C";"MILESI";5/12/2010 00:00:00;12;6.00;6;7.00;"M";;;;;;;;;;"O";0.00;;;;0
2001;"2214";"10181";"S";"C";"MILESI";5/12/2010 00:00:00;12;6.00;6;5.80;"M";;;;;;;;;;"O";0.00;;;;0
2002;"2338";"10310";"B";"C";"BLOUET";5/12/2010 00:00:00;12;6.00;6;6.70;"F";"N";"N";;;;;;;;"O";0.00;;;;0
2003;"2205";"10232";"B";"P";"RIVIERE";7/12/2010 00:00:00;12;6.00;6;4.20;"F";"N";"N";;;;;;;;"O";0.00;;;;0
2004;"2391";"10069";"B";"P";"PICART";7/12/2010 00:00:00;12;6.00;6;6.70;"F";"N";"N";;;;;;;;"O";1.00;;;;1
2005;"2311";"10418";"S";"T";"HAUMESSER";8/12/2010 00:00:00;12;6.00;6;7.70;"M";;;;;;;;;;"O";0.00;;;;0
2006;"2379";"10358";"S";"P";"PHILBERT";10/12/2010 00:00:00;12;6.00;6;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
2007;"2212";"10331";"S";"P";"JOUOT";11/12/2010 00:00:00;12;6.00;6;5.60;"F";"N";"N";;;;;;;;"O";0.00;;;;0
2008;"2377";"10376";"B";"C";"CHARDIN";11/12/2010 00:00:00;12;6.00;6;4.70;"F";"N";"N";;;;;;;;"O";0.00;;;;0
2009;"2378";"10438";"B";"C";"SIMONET";11/12/2010 00:00:00;12;6.00;6;6.00;"M";;;;;;;;;;"O";0.00;;;;0
2010;"2393";"10295";"S";"T";"HAUMESSER";13/12/2010 00:00:00;12;6.00;6;5.90;"F";"N";"N";;;;;;;;"O";3.00;;;;3
2011;"2411";"10181";"S";"T";"HAUMESSER";14/12/2010 00:00:00;12;6.00;6;5.40;"F";"N";"N";;;;;;;;"O";2.00;;;;2
2012;"2473";"10432";"S";"P";"THOMAS";16/12/2010 00:00:00;12;6.00;6;4.30;"F";"N";"N";;;;;;;;"O";0.00;;;;0
2013;"2211";"10181";"S";"P";"RICHON";17/12/2010 00:00:00;12;6.00;6;6.90;"M";;;;;;;;;;"O";0.00;;;;0
2014;"2475";"10358";"S";"C";"PHILBERT";19/12/2010 00:00:00;12;6.00;6;7.40;"M";;;;;;;;;;"O";1.00;;;;1
2015;"2225";"10188";"S";"P";"PEPIN";20/12/2010 00:00:00;12;6.00;6;5.80;"M";;;;;;;;;;"O";0.00;;;;0
2016;"2416";"10331";"S";"T";"HAUMESSER";21/12/2010 00:00:00;12;6.00;6;7.10;"M";;;;;;;;;;"O";1.00;;;;1
2017;"2417";"10188";"S";"T";"HAUMESSER";21/12/2010 00:00:00;12;6.00;6;6.80;"F";"N";"N";;;;;;;;"O";0.00;;;;0
2018;"2210";"10034";"S";"C";"SHOEFFRE";26/12/2010 00:00:00;12;6.00;6;6.60;"M";;;;;;;;;;"O";0.00;;;;0
2019;"2382";"10034";"B";"C";"LUCAS";26/12/2010 00:00:00;12;6.00;6;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
2020;"2380";"10045";"B";"P";"CARRIC";27/12/2010 00:00:00;12;6.00;6;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
2021;"2381";"10252";"B";"P";"CAILLE";27/12/2010 00:00:00;12;6.00;6;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
2022;"2544";"10399";"S";"P";"SOTTAS";30/12/2010 00:00:00;12;6.00;6;7.00;"M";;;;;;;;;;"O";0.00;;;;0
2023;"2407";"10418";"S";"T";"HAUMESSER";4/1/2011 00:00:00;1;6.00;6;6.00;"M";;;;;;;;;;"O";0.00;;;;0
2024;"2193";"10432";"S";"C";"CHARLOT";8/1/2011 00:00:00;1;6.00;6;6.30;"M";;;;;;;;;;"N";;;;;
2025;"2386";"10438";"B";"C";"BABILLOTTE";8/1/2011 00:00:00;1;6.00;6;5.50;"M";;;;;;;;;;"O";0.00;;;;0
2026;"2383";"10252";"B";"P";"CAILLE";9/1/2011 00:00:00;1;6.00;6;4.80;"F";"N";"N";;;;;;;;"O";0.00;;;;0
2027;"2385";"10376";"B";"C";"CHARDIN";9/1/2011 00:00:00;1;6.00;6;6.40;"F";"N";"N";;;;;;;;"O";1.00;;;;1
2028;"2387";"10376";"B";"C";"CHARDIN";9/1/2011 00:00:00;1;6.00;6;6.60;"M";;;;;;;;;;"O";0.00;;;;0
2029;"2313";"10443";"S";"T";"HAUMESSER";12/1/2011 00:00:00;1;6.00;6;6.70;"M";;;;;;;;;;"O";1.00;;;;1
2030;"2314";"10181";"S";"T";"HAUMESSER";12/1/2011 00:00:00;1;6.00;6;6.00;"M";;;;;;;;;;"O";0.00;;;;0
2031;"2419";"10181";"S";"T";"HAUMESSER";12/1/2011 00:00:00;1;6.00;6;4.90;"F";"N";"N";;;;;;;;"O";0.00;;;;0
2032;"2384";"10438";"B";"C";"BABILLOTTE";15/1/2011 00:00:00;1;6.00;6;6.40;"M";;;;;;;;;;"O";0.00;;;;0
2033;"2426";"10376";"B";"P";"CHARDIN";15/1/2011 00:00:00;1;6.00;6;5.00;"F";"N";"N";;;;;;;;"O";0.00;;;;0
2034;"2447";"10443";"S";"P";"PEPIN";15/1/2011 00:00:00;1;6.00;6;5.40;"F";"N";"N";;;;;;;;"O";0.00;;;;0
2035;"2388";"10069";"B";"C";"DEBAIRE";16/1/2011 00:00:00;1;6.00;6;6.10;"M";;;;;;;;;;"O";0.00;;;;0
2036;"2449";"10443";"S";"A";"PEPIN";17/1/2011 00:00:00;1;6.00;6;5.10;"F";"N";"N";;;;;;;;"O";2.00;;;;2
2037;"1888";"10009";"S";"T";"DOSSOT";18/1/2011 00:00:00;1;6.00;6;4.70;"F";"N";;;;;;;;;"O";0.00;;;;0
2038;"2450";"10331";"S";"P";"JOUOT";19/1/2011 00:00:00;1;6.00;6;5.50;"F";"N";;;;;;;;;"O";1.00;;;;1
2039;"2203";"10232";"B";"P";"RIVIERE";21/1/2011 00:00:00;1;6.00;6;4.30;"F";"N";;;;;;;;;"O";0.00;;;;0
2040;"2424";"10427";"B";"P";"COURTOT";21/1/2011 00:00:00;1;6.00;6;4.20;"F";"N";;;;;;;;;"O";0.00;;;;0
2041;"2389";"10034";"B";"C";"RIQUET";22/1/2011 00:00:00;1;6.00;6;6.90;"M";;;;;;;;;;"O";2.00;;;;2
2042;"2390";"10358";"S";"C";"PHILBERT";23/1/2011 00:00:00;1;6.00;6;5.00;"M";;;;;;;;;;"O";1.00;;;;1
2043;"2420";"10358";"S";"C";"PHILBERT";23/1/2011 00:00:00;1;6.00;6;5.30;"F";"N";;;;;;;;;"O";0.00;;;;0
2044;"2451";"10432";"S";"P";"THOMAS";25/1/2011 00:00:00;1;6.00;6;7.80;"M";;;;;;;;;;"O";2.00;;;;2
2045;"2421";"10009";"S";"P";"VIARDOT";26/1/2011 00:00:00;1;6.00;6;6.30;"M";;;;;;;;;;"O";0.00;;;;0
2046;"2422";"10252";"B";"P";"CAILLE";27/1/2011 00:00:00;1;6.00;6;5.20;"M";;;;;;;;;;"O";0.00;;;;0
2047;"2423";"10069";"B";"P";"PICART";28/1/2011 00:00:00;1;6.00;6;4.50;"F";"N";;;;;;;;;"O";0.00;;;;0
2048;"2425";"10009";"S";"C";"VIARDOT";30/1/2011 00:00:00;1;6.00;6;6.20;"F";"N";;;;;;;;;"O";3.00;;;;3
2049;"2430";"10246";"S";"C";"MARLIER";30/1/2011 00:00:00;1;6.00;6;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
2050;"2441";"10252";"B";"P";"CAILLE";31/1/2011 00:00:00;1;6.00;6;4.90;"F";"N";;;;;;;;;"O";0.00;;;;0
2051;"2448";"10252";"B";"P";"CAILLE";31/1/2011 00:00:00;1;6.00;6;6.20;"M";;;;;;;;;;"O";0.00;;;;0
2052;"2446";"10252";"B";"P";"CAILLE";1/2/2011 00:00:00;2;6.00;7;4.30;"F";"O";"N";;;"x";;;;;"O";0.00;;"PI";;1
2053;"2427";"10069";"B";"P";"PICART";2/2/2011 00:00:00;2;6.00;7;6.25;"M";;;;;;;;;;"O";0.00;;;;1
2054;"2428";"10252";"B";"P";"CAILLE";3/2/2011 00:00:00;2;6.00;7;6.00;"M";;;;;;;;;;"O";0.00;;;;1
2055;"2429";"10432";"S";"P";"THOMAS";3/2/2011 00:00:00;2;6.00;7;6.90;"M";;;;;;;;;;"O";0.00;;;;1
2056;"2431";"10034";"S";"P";"SEURAT";4/2/2011 00:00:00;2;6.00;7;5.65;"M";;;;;;;;;;"O";2.00;;;;3
2057;"2432";"10246";"S";"C";"MARLIER";5/2/2011 00:00:00;2;6.00;7;5.05;"F";"N";;;;;;;;;"O";0.00;"BALLE DE PANSE";;;1
2058;"2488";"10246";"S";"C";"COFFINET";5/2/2011 00:00:00;2;6.00;7;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
2059;"2433";"10215";"B";"S";"MAREY";6/2/2011 00:00:00;2;6.00;7;5.50;"M";;;;;;;;;;"O";0.00;;;;1
2060;"2445";"10427";"B";"P";"COURTOT";8/2/2011 00:00:00;2;6.00;7;5.45;"M";;;;;;;;;;"O";2.00;;;;3
2061;"2434";"10069";"B";"P";"PICART";10/2/2011 00:00:00;2;6.00;7;4.20;"F";"O";;;;"x";;;;;"N";;;"PI";;
2062;"2435";"10252";"B";"S";"CAILLE";12/2/2011 00:00:00;2;6.00;7;6.55;"M";;;;;;;;;;"O";1.00;;;;2
2063;"2436";"10252";"B";"S";"CAILLE";12/2/2011 00:00:00;2;6.00;7;5.00;"F";"O";;;;"x";;;;;"O";1.00;;"PI";;2
2064;"2437";"10252";"B";"S";"CAILLE";12/2/2011 00:00:00;2;6.00;7;5.07;"M";;;;;;;;;;"O";1.00;;;;2
2065;"2438";"10205";"B";"C";"PIETREMONT";12/2/2011 00:00:00;2;6.00;7;6.45;"M";;;;;;;;;;"O";0.00;;;;1
2066;"2480";"10296";"S";"P";"MENDOZA";15/2/2011 00:00:00;2;6.00;7;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
2067;"2439";"10215";"B";"S";"MAREY";19/2/2011 00:00:00;2;6.00;7;6.80;"F";"O Dsv";"N";"5 foetus";;;"5";;;;"O";1.00;;"E";5;2
2068;"2440";"10215";"B";"R";"MAREY";19/2/2011 00:00:00;2;6.00;7;7.10;"M";;;;;;;;;;"O";1.00;;;;2
2069;"2660";"10188";"S";"C";"PLAGELET";20/2/2011 00:00:00;2;6.00;7;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
2070;"2442";"10401";"B";"S";"MAREY";25/2/2011 00:00:00;2;6.00;7;6.60;"F";"O";"N";;;"x";;;;;"O";0.00;;"PI";;1
2071;"2443";"10401";"B";"S";"MAREY";25/2/2011 00:00:00;2;6.00;7;6.80;"F";"N";"N";;;;;;;;"O";1.00;;;;2
2072;"2402";"10418";"S";"T";"HAUMESSER";1/3/2011 00:00:00;3;6.00;7;6.10;"M";;;;;;;;;;"O";2.00;;;;3
2073;"1889";"10437";"S";"T";"PLOUVIEZ";3/3/2011 00:00:00;3;6.00;7;5.70;"F";"O Dsv";"N";"3 foetus";;;"3";;;;"O";0.00;;"E";3;1
2074;"1890";"10055";"S";"T";"PLOUVIEZ";3/3/2011 00:00:00;3;6.00;7;6.00;"F";"O Dsv";"N";"5 foetus";;;"5";;;;"O";1.00;;"E";5;2
2075;"1891";"10188";"S";"T";"PLOUVIEZ";3/3/2011 00:00:00;3;6.00;7;4.70;"F";"O Dsv";"N";"4 foetus";;;"4";;;;"O";0.00;;"E";4;1
2076;"1892";"10055";"S";"T";"DOSSOT";3/3/2011 00:00:00;3;6.00;7;5.90;"F";"O Dsv";"N";"6 foetus";;;"6";;;;"O";1.00;;"E";6;2
2077;"2444";"10252";"B";"P";"CAILLE";5/3/2011 00:00:00;3;6.00;7;6.30;"M";;;;;;;;;;"O";0.00;;;;1
2078;"2543";"10041";"B";"P";"BOITHIER";7/3/2011 00:00:00;3;6.00;7;6.80;"M";;;;;;;;;;"O";2.00;;;;3
2079;"2312";"10399";"S";"T";"HAUMESSER";8/3/2011 00:00:00;3;6.00;7;7.10;"M";;;;;;;;;;"O";0.00;;;;1
2080;"2474";"10376";"B";"P";"CHARDIN";9/3/2011 00:00:00;3;6.00;7;5.40;"F";"O Dsv";"N";"4 foetus";;;"4";;;;"O";0.00;;"E";4;1
2081;"2476";"10252";"B";"P";"CAILLE";10/3/2011 00:00:00;3;6.00;7;5.70;"M";;;;;;;;;;"O";0.00;;;;1
2082;"2477";"10181";"S";"V";"MENDOZA";10/3/2011 00:00:00;3;6.00;7;3.60;"M";;;;;;;;;;"O";0.00;;;;1
2083;"2170";"10437";"S";"T";"PLOUVIEZ";11/3/2011 00:00:00;3;6.00;7;5.80;"M";;;;;;;;;;"O";1.00;;;;2
2084;"2478";"10041";"B";"P";"BOITHIER";12/3/2011 00:00:00;3;6.00;7;4.70;"M";;;;;;;;;;"O";7.00;;;;8
2085;"2479";"10041";"B";"R";"BOITHIER";12/3/2011 00:00:00;3;6.00;7;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
2086;"1893";"10188";"S";"T";"ROUSSELET";15/3/2011 00:00:00;3;6.00;7;6.00;"M";;;;;;;;;;"O";1.00;;;;2
2087;"2418";"10246";"S";"T";"HAUMESSER";17/3/2011 00:00:00;3;6.00;7;7.00;"M";;;;;;;;;;"O";0.00;;;;1
2088;"2481";"10158";"S";"P";"ANDRES";18/3/2011 00:00:00;3;6.00;7;5.50;"F";"O Dsv";"N";"2 foetus";;;"2";;;;"O";6.00;;"E";2;7
2089;"2482";"10069";"B";"P";"PICART";18/3/2011 00:00:00;3;6.00;7;4.90;"F";"O Dsv";"N";"3 foetus";;;"3";;;;"O";0.00;;"E";3;1
2090;"2483";"10213";"B";"P";"THIERRY";19/3/2011 00:00:00;3;6.00;7;6.40;"M";;;;;;;;;;"O";0.00;;;;1
2091;"2484";"10213";"B";"P";"THIERRY";19/3/2011 00:00:00;3;6.00;7;4.40;"F";"O";"N";;"x";;;;;"4";"O";0.00;;"O";;1
2092;"2164";"10034";"S";"T";"PLOUVIEZ";22/3/2011 00:00:00;3;6.00;7;6.10;"M";;;;;;;;;;"O";0.00;;;;1
